AM Result File
MAPDL 2025 R1          BUILD 25.1        UP20250123    WINDOWS x64 
04/04/2026      11:15:42
Title: --Transient Thermal
Node Number	X Coordinate	Y Coordinate	Z Coordinate	Deposition-Temp
   12867	 0.299999785E-03	 0.899999833E-03	 0.699999934E-03	  1201.66198    
   12864	 0.299999785E-03	 0.119999986E-02	 0.699999934E-03	  1201.66198    
   12861	 0.299999785E-03	 0.149999988E-02	 0.699999934E-03	  1201.66198    
   12858	 0.299999785E-03	 0.179999990E-02	 0.699999934E-03	  1201.66198    
   12855	 0.299999785E-03	 0.209999993E-02	 0.699999934E-03	  1201.66198    
   12852	 0.299999785E-03	 0.239999995E-02	 0.699999934E-03	  1201.66198    
   12846	 0.299999785E-03	 0.269999998E-02	 0.699999934E-03	  1201.66198    
   12847	 0.299999785E-03	 0.300000000E-02	 0.699999934E-03	  1201.66198    
   12813	 0.599999809E-03	-0.300000262E-03	 0.699999934E-03	  1201.66198    
   12810	 0.599999809E-03	-0.238418579E-09	 0.699999934E-03	  1201.66198    
   12807	 0.599999809E-03	 0.299999785E-03	 0.699999934E-03	  1201.66198    
   12804	 0.599999809E-03	 0.599999809E-03	 0.699999934E-03	  1201.66198    
   12801	 0.599999809E-03	 0.899999833E-03	 0.699999934E-03	  1201.66198    
   12798	 0.599999809E-03	 0.119999986E-02	 0.699999934E-03	  1201.66198    
   12795	 0.599999809E-03	 0.149999988E-02	 0.699999934E-03	  1201.66198    
   12792	 0.599999809E-03	 0.179999990E-02	 0.699999934E-03	  1201.66198    
   12789	 0.599999809E-03	 0.209999993E-02	 0.699999934E-03	  1201.66198    
   12786	 0.599999809E-03	 0.239999995E-02	 0.699999934E-03	  1201.66198    
   12777	 0.599999809E-03	 0.269999998E-02	 0.699999934E-03	  1201.66198    
   12778	 0.599999809E-03	 0.300000000E-02	 0.699999934E-03	  1201.66198    
   12750	 0.899999833E-03	-0.300000262E-03	 0.699999934E-03	  1201.66198    
   12747	 0.899999833E-03	-0.238418579E-09	 0.699999934E-03	  1201.66198    
   12744	 0.899999833E-03	 0.299999785E-03	 0.699999934E-03	  1201.66198    
   12741	 0.899999833E-03	 0.599999809E-03	 0.699999934E-03	  1201.66198    
   12738	 0.899999833E-03	 0.899999833E-03	 0.699999934E-03	  1201.66198    
   12735	 0.899999833E-03	 0.119999986E-02	 0.699999934E-03	  1201.66198    
   12732	 0.899999833E-03	 0.149999988E-02	 0.699999934E-03	  1201.66198    
   12729	 0.899999833E-03	 0.179999990E-02	 0.699999934E-03	  1201.66198    
   12726	 0.899999833E-03	 0.209999993E-02	 0.699999934E-03	  1201.66198    
   12720	 0.899999833E-03	 0.239999995E-02	 0.699999934E-03	  1201.66198    
   12721	 0.899999833E-03	 0.269999998E-02	 0.699999934E-03	  1201.66198    
   12779	 0.899999833E-03	 0.300000000E-02	 0.699999934E-03	  1201.66198    
   12690	 0.119999986E-02	-0.300000262E-03	 0.699999934E-03	  1201.66198    
   12687	 0.119999986E-02	-0.238418579E-09	 0.699999934E-03	  1201.66198    
   12684	 0.119999986E-02	 0.299999785E-03	 0.699999934E-03	  1201.66198    
   12681	 0.119999986E-02	 0.599999809E-03	 0.699999934E-03	  1201.66198    
   12678	 0.119999986E-02	 0.899999833E-03	 0.699999934E-03	  1201.66198    
   12675	 0.119999986E-02	 0.119999986E-02	 0.699999934E-03	  1201.66198    
   12672	 0.119999986E-02	 0.149999988E-02	 0.699999934E-03	  1201.66198    
   12669	 0.119999986E-02	 0.179999990E-02	 0.699999934E-03	  1201.66198    
   12666	 0.119999986E-02	 0.209999993E-02	 0.699999934E-03	  1201.66198    
   12657	 0.119999986E-02	 0.239999995E-02	 0.699999934E-03	  1201.66198    
   12658	 0.119999986E-02	 0.269999998E-02	 0.699999934E-03	  1201.66198    
   12633	 0.149999988E-02	-0.300000262E-03	 0.699999934E-03	  1201.66198    
   12630	 0.149999988E-02	-0.238418579E-09	 0.699999934E-03	  1201.66198    
   12627	 0.149999988E-02	 0.299999785E-03	 0.699999934E-03	  1201.66198    
   12624	 0.149999988E-02	 0.599999809E-03	 0.699999934E-03	  1201.66198    
   12621	 0.149999988E-02	 0.899999833E-03	 0.699999934E-03	  1201.66198    
   12618	 0.149999988E-02	 0.119999986E-02	 0.699999934E-03	  1201.66198    
   12615	 0.149999988E-02	 0.149999988E-02	 0.699999934E-03	  1201.66198    
   12612	 0.149999988E-02	 0.179999990E-02	 0.699999934E-03	  1201.66198    
   12606	 0.149999988E-02	 0.209999993E-02	 0.699999934E-03	  1201.66198    
   12607	 0.149999988E-02	 0.239999995E-02	 0.699999934E-03	  1201.66198    
   12659	 0.149999988E-02	 0.269999998E-02	 0.699999934E-03	  1201.66198    
   12579	 0.179999990E-02	-0.300000262E-03	 0.699999934E-03	  1201.66198    
   12576	 0.179999990E-02	-0.238418579E-09	 0.699999934E-03	  1201.66198    
   12573	 0.179999990E-02	 0.299999785E-03	 0.699999934E-03	  1201.66198    
   12570	 0.179999990E-02	 0.599999809E-03	 0.699999934E-03	  1201.66198    
   12567	 0.179999990E-02	 0.899999833E-03	 0.699999934E-03	  1201.66198    
   12564	 0.179999990E-02	 0.119999986E-02	 0.699999934E-03	  1201.66198    
   12561	 0.179999990E-02	 0.149999988E-02	 0.699999934E-03	  1201.66198    
   12558	 0.179999990E-02	 0.179999990E-02	 0.699999934E-03	  1201.66198    
   12549	 0.179999990E-02	 0.209999993E-02	 0.699999934E-03	  1201.66198    
   12550	 0.179999990E-02	 0.239999995E-02	 0.699999934E-03	  1201.66198    
   12522	 0.209999993E-02	-0.300000262E-03	 0.699999934E-03	  1201.66198    
   12519	 0.209999993E-02	-0.238418579E-09	 0.699999934E-03	  1201.66198    
   12516	 0.209999993E-02	 0.299999785E-03	 0.699999934E-03	  1201.66198    
   12513	 0.209999993E-02	 0.599999809E-03	 0.699999934E-03	  1201.66198    
   12510	 0.209999993E-02	 0.899999833E-03	 0.699999934E-03	  1201.66198    
   12507	 0.209999993E-02	 0.119999986E-02	 0.699999934E-03	  1201.66198    
   12504	 0.209999993E-02	 0.149999988E-02	 0.699999934E-03	  1201.66198    
   12492	 0.209999993E-02	 0.179999990E-02	 0.699999934E-03	  1201.66198    
   12493	 0.209999993E-02	 0.209999993E-02	 0.699999934E-03	  1201.66198    
   12551	 0.209999993E-02	 0.239999995E-02	 0.699999934E-03	  1201.66198    
   12471	 0.239999995E-02	-0.300000262E-03	 0.699999934E-03	  1201.66198    
   12468	 0.239999995E-02	-0.238418579E-09	 0.699999934E-03	  1201.66198    
   12465	 0.239999995E-02	 0.299999785E-03	 0.699999934E-03	  1201.66198    
   12462	 0.239999995E-02	 0.599999809E-03	 0.699999934E-03	  1201.66198    
   12459	 0.239999995E-02	 0.899999833E-03	 0.699999934E-03	  1201.66198    
   12447	 0.239999995E-02	 0.119999986E-02	 0.699999934E-03	  1201.66198    
   12448	 0.239999995E-02	 0.149999988E-02	 0.699999934E-03	  1201.66198    
   12494	 0.239999995E-02	 0.179999990E-02	 0.699999934E-03	  1201.66198    
   12495	 0.239999995E-02	 0.209999993E-02	 0.699999934E-03	  1201.66198    
   12429	 0.269999998E-02	-0.300000262E-03	 0.699999934E-03	  1201.66198    
   12423	 0.269999998E-02	-0.238418579E-09	 0.699999934E-03	  1201.66198    
   12417	 0.269999998E-02	 0.299999785E-03	 0.699999934E-03	  1201.66198    
   12405	 0.269999998E-02	 0.599999809E-03	 0.699999934E-03	  1201.66198    
   12406	 0.269999998E-02	 0.899999833E-03	 0.699999934E-03	  1201.66198    
   12449	 0.269999998E-02	 0.119999986E-02	 0.699999934E-03	  1201.66198    
   12450	 0.269999998E-02	 0.149999988E-02	 0.699999934E-03	  1201.66198    
   12430	 0.300000000E-02	-0.300000262E-03	 0.699999934E-03	  1201.66198    
   12424	 0.300000000E-02	-0.238418579E-09	 0.699999934E-03	  1201.66198    
   12418	 0.300000000E-02	 0.299999785E-03	 0.699999934E-03	  1201.66198    
   12407	 0.300000000E-02	 0.599999809E-03	 0.699999934E-03	  1201.66198    
   12408	 0.300000000E-02	 0.899999833E-03	 0.699999934E-03	  1201.66198    
     245	-0.240000043E-02	-0.180000038E-02	 0.999999940E-03	  1237.83301    
     247	-0.240000043E-02	-0.150000036E-02	 0.999999940E-03	  1237.83301    
     410	-0.240000043E-02	-0.210000040E-02	 0.999999940E-03	  1237.83301    
     412	-0.210000040E-02	-0.240000043E-02	 0.999999940E-03	  1237.83301    
     414	-0.210000040E-02	-0.210000040E-02	 0.999999940E-03	  1237.83301    
     452	-0.210000040E-02	-0.180000038E-02	 0.999999940E-03	  1237.83301    
     463	-0.210000040E-02	-0.150000036E-02	 0.999999940E-03	  1237.83301    
     639	-0.180000038E-02	-0.240000043E-02	 0.999999940E-03	  1237.83301    
     641	-0.180000038E-02	-0.210000040E-02	 0.999999940E-03	  1237.83301    
     661	-0.180000038E-02	-0.180000038E-02	 0.999999940E-03	  1237.83301    
     672	-0.180000038E-02	-0.150000036E-02	 0.999999940E-03	  1237.83301    
     828	-0.150000036E-02	-0.270000045E-02	 0.999999940E-03	  1237.83301    
     830	-0.150000036E-02	-0.240000043E-02	 0.999999940E-03	  1237.83301    
     859	-0.150000036E-02	-0.210000040E-02	 0.999999940E-03	  1237.83301    
     870	-0.150000036E-02	-0.180000038E-02	 0.999999940E-03	  1237.83301    
     881	-0.150000036E-02	-0.150000036E-02	 0.999999940E-03	  1237.83301    
    1061	-0.120000033E-02	-0.270000045E-02	 0.999999940E-03	  1237.83301    
    1090	-0.120000033E-02	-0.240000043E-02	 0.999999940E-03	  1237.83301    
    1101	-0.120000033E-02	-0.210000040E-02	 0.999999940E-03	  1237.83301    
    1112	-0.120000033E-02	-0.180000038E-02	 0.999999940E-03	  1237.83301    
    1123	-0.120000033E-02	-0.150000036E-02	 0.999999940E-03	  1237.83301    
    1310	-0.900000310E-03	-0.300000048E-02	 0.999999940E-03	  1237.83301    
    1312	-0.900000310E-03	-0.270000045E-02	 0.999999940E-03	  1237.83301    
    1332	-0.900000310E-03	-0.240000043E-02	 0.999999940E-03	  1237.83301    
    1343	-0.900000310E-03	-0.210000040E-02	 0.999999940E-03	  1237.83301    
    1354	-0.900000310E-03	-0.180000038E-02	 0.999999940E-03	  1237.83301    
    1365	-0.900000310E-03	-0.150000036E-02	 0.999999940E-03	  1237.83301    
    1134	-0.120000033E-02	-0.120000033E-02	 0.999999940E-03	  1237.83301    
    1376	-0.900000310E-03	-0.120000033E-02	 0.999999940E-03	  1237.83301    
    1541	-0.600000286E-03	-0.300000048E-02	 0.999999940E-03	  1237.83301    
    1543	-0.600000286E-03	-0.270000045E-02	 0.999999940E-03	  1237.83301    
    1563	-0.600000286E-03	-0.240000043E-02	 0.999999940E-03	  1237.83301    
    1574	-0.600000286E-03	-0.210000040E-02	 0.999999940E-03	  1237.83301    
    1585	-0.600000286E-03	-0.180000038E-02	 0.999999940E-03	  1237.83301    
    1596	-0.600000286E-03	-0.150000036E-02	 0.999999940E-03	  1237.83301    
    1607	-0.600000286E-03	-0.120000033E-02	 0.999999940E-03	  1237.83301    
    1387	-0.900000310E-03	-0.900000310E-03	 0.999999940E-03	  1237.83301    
    1618	-0.600000286E-03	-0.900000310E-03	 0.999999940E-03	  1237.83301    
    1772	-0.300000262E-03	-0.300000048E-02	 0.999999940E-03	  1237.83301    
    1774	-0.300000262E-03	-0.270000045E-02	 0.999999940E-03	  1237.83301    
    1794	-0.300000262E-03	-0.240000043E-02	 0.999999940E-03	  1237.83301    
    1805	-0.300000262E-03	-0.210000040E-02	 0.999999940E-03	  1237.83301    
    1816	-0.300000262E-03	-0.180000038E-02	 0.999999940E-03	  1237.83301    
    1827	-0.300000262E-03	-0.150000036E-02	 0.999999940E-03	  1237.83301    
    1838	-0.300000262E-03	-0.120000033E-02	 0.999999940E-03	  1237.83301    
    1849	-0.300000262E-03	-0.900000310E-03	 0.999999940E-03	  1237.83301    
    2003	-0.238418579E-09	-0.300000048E-02	 0.999999940E-03	  1237.83301    
    2005	-0.238418579E-09	-0.270000045E-02	 0.999999940E-03	  1237.83301    
    2025	-0.238418579E-09	-0.240000043E-02	 0.999999940E-03	  1237.83301    
    2036	-0.238418579E-09	-0.210000040E-02	 0.999999940E-03	  1237.83301    
    2047	-0.238418579E-09	-0.180000038E-02	 0.999999940E-03	  1237.83301    
    2058	-0.238418579E-09	-0.150000036E-02	 0.999999940E-03	  1237.83301    
    2069	-0.238418579E-09	-0.120000033E-02	 0.999999940E-03	  1237.83301    
    2080	-0.238418579E-09	-0.900000310E-03	 0.999999940E-03	  1237.83301    
    1860	-0.300000262E-03	-0.600000286E-03	 0.999999940E-03	  1237.83301    
    2091	-0.238418579E-09	-0.600000286E-03	 0.999999940E-03	  1237.83301    
    2234	 0.299999785E-03	-0.300000048E-02	 0.999999940E-03	  1237.83301    
    2236	 0.299999785E-03	-0.270000045E-02	 0.999999940E-03	  1237.83301    
    2256	 0.299999785E-03	-0.240000043E-02	 0.999999940E-03	  1237.83301    
    2267	 0.299999785E-03	-0.210000040E-02	 0.999999940E-03	  1237.83301    
    2278	 0.299999785E-03	-0.180000038E-02	 0.999999940E-03	  1237.83301    
    2289	 0.299999785E-03	-0.150000036E-02	 0.999999940E-03	  1237.83301    
    2300	 0.299999785E-03	-0.120000033E-02	 0.999999940E-03	  1237.83301    
    2311	 0.299999785E-03	-0.900000310E-03	 0.999999940E-03	  1237.83301    
    2322	 0.299999785E-03	-0.600000286E-03	 0.999999940E-03	  1237.83301    
    2465	 0.599999809E-03	-0.300000048E-02	 0.999999940E-03	  1237.83301    
    2467	 0.599999809E-03	-0.270000045E-02	 0.999999940E-03	  1237.83301    
    2487	 0.599999809E-03	-0.240000043E-02	 0.999999940E-03	  1237.83301    
    2498	 0.599999809E-03	-0.210000040E-02	 0.999999940E-03	  1237.83301    
    2509	 0.599999809E-03	-0.180000038E-02	 0.999999940E-03	  1237.83301    
    2520	 0.599999809E-03	-0.150000036E-02	 0.999999940E-03	  1237.83301    
    2531	 0.599999809E-03	-0.120000033E-02	 0.999999940E-03	  1237.83301    
    2542	 0.599999809E-03	-0.900000310E-03	 0.999999940E-03	  1237.83301    
    2553	 0.599999809E-03	-0.600000286E-03	 0.999999940E-03	  1237.83301    
    2696	 0.899999833E-03	-0.300000048E-02	 0.999999940E-03	  1237.83301    
    2698	 0.899999833E-03	-0.270000045E-02	 0.999999940E-03	  1237.83301    
    2718	 0.899999833E-03	-0.240000043E-02	 0.999999940E-03	  1237.83301    
    2729	 0.899999833E-03	-0.210000040E-02	 0.999999940E-03	  1237.83301    
    2740	 0.899999833E-03	-0.180000038E-02	 0.999999940E-03	  1237.83301    
    2751	 0.899999833E-03	-0.150000036E-02	 0.999999940E-03	  1237.83301    
    2762	 0.899999833E-03	-0.120000033E-02	 0.999999940E-03	  1237.83301    
    2773	 0.899999833E-03	-0.900000310E-03	 0.999999940E-03	  1237.83301    
    2784	 0.899999833E-03	-0.600000286E-03	 0.999999940E-03	  1237.83301    
    2929	 0.119999986E-02	-0.270000045E-02	 0.999999940E-03	  1237.83301    
    2949	 0.119999986E-02	-0.240000043E-02	 0.999999940E-03	  1237.83301    
    2960	 0.119999986E-02	-0.210000040E-02	 0.999999940E-03	  1237.83301    
    2971	 0.119999986E-02	-0.180000038E-02	 0.999999940E-03	  1237.83301    
    2982	 0.119999986E-02	-0.150000036E-02	 0.999999940E-03	  1237.83301    
    2993	 0.119999986E-02	-0.120000033E-02	 0.999999940E-03	  1237.83301    
    3004	 0.119999986E-02	-0.900000310E-03	 0.999999940E-03	  1237.83301    
    3015	 0.119999986E-02	-0.600000286E-03	 0.999999940E-03	  1237.83301    
    3160	 0.149999988E-02	-0.270000045E-02	 0.999999940E-03	  1237.83301    
    3180	 0.149999988E-02	-0.240000043E-02	 0.999999940E-03	  1237.83301    
    3191	 0.149999988E-02	-0.210000040E-02	 0.999999940E-03	  1237.83301    
    3202	 0.149999988E-02	-0.180000038E-02	 0.999999940E-03	  1237.83301    
    3213	 0.149999988E-02	-0.150000036E-02	 0.999999940E-03	  1237.83301    
    3224	 0.149999988E-02	-0.120000033E-02	 0.999999940E-03	  1237.83301    
    3235	 0.149999988E-02	-0.900000310E-03	 0.999999940E-03	  1237.83301    
    3246	 0.149999988E-02	-0.600000286E-03	 0.999999940E-03	  1237.83301    
    3391	 0.179999990E-02	-0.240000043E-02	 0.999999940E-03	  1237.83301    
    3411	 0.179999990E-02	-0.210000040E-02	 0.999999940E-03	  1237.83301    
    3422	 0.179999990E-02	-0.180000038E-02	 0.999999940E-03	  1237.83301    
    3433	 0.179999990E-02	-0.150000036E-02	 0.999999940E-03	  1237.83301    
    3444	 0.179999990E-02	-0.120000033E-02	 0.999999940E-03	  1237.83301    
    3455	 0.179999990E-02	-0.900000310E-03	 0.999999940E-03	  1237.83301    
    3466	 0.179999990E-02	-0.600000286E-03	 0.999999940E-03	  1237.83301    
    3598	 0.209999993E-02	-0.240000043E-02	 0.999999940E-03	  1237.83301    
    3600	 0.209999993E-02	-0.210000040E-02	 0.999999940E-03	  1237.83301    
    3620	 0.209999993E-02	-0.180000038E-02	 0.999999940E-03	  1237.83301    
    3631	 0.209999993E-02	-0.150000036E-02	 0.999999940E-03	  1237.83301    
    3642	 0.209999993E-02	-0.120000033E-02	 0.999999940E-03	  1237.83301    
    3653	 0.209999993E-02	-0.900000310E-03	 0.999999940E-03	  1237.83301    
    3664	 0.209999993E-02	-0.600000286E-03	 0.999999940E-03	  1237.83301    
    3787	 0.239999995E-02	-0.210000040E-02	 0.999999940E-03	  1237.83301    
    3807	 0.239999995E-02	-0.180000038E-02	 0.999999940E-03	  1237.83301    
    3818	 0.239999995E-02	-0.150000036E-02	 0.999999940E-03	  1237.83301    
    3829	 0.239999995E-02	-0.120000033E-02	 0.999999940E-03	  1237.83301    
    3840	 0.239999995E-02	-0.900000310E-03	 0.999999940E-03	  1237.83301    
    3851	 0.239999995E-02	-0.600000286E-03	 0.999999940E-03	  1237.83301    
    3974	 0.269999998E-02	-0.150000036E-02	 0.999999940E-03	  1237.83301    
    3994	 0.269999998E-02	-0.120000033E-02	 0.999999940E-03	  1237.83301    
    4005	 0.269999998E-02	-0.900000310E-03	 0.999999940E-03	  1237.83301    
    4016	 0.269999998E-02	-0.600000286E-03	 0.999999940E-03	  1237.83301    
    4137	 0.300000000E-02	-0.900000310E-03	 0.999999940E-03	  1237.83301    
    4148	 0.300000000E-02	-0.600000286E-03	 0.999999940E-03	  1237.83301    
       5	-0.270000045E-02	-0.150000036E-02	 0.999999940E-03	  1237.83301    
       7	-0.270000045E-02	-0.120000033E-02	 0.999999940E-03	  1237.83301    
     276	-0.240000043E-02	-0.120000033E-02	 0.999999940E-03	  1237.83301    
     474	-0.210000040E-02	-0.120000033E-02	 0.999999940E-03	  1237.83301    
     683	-0.180000038E-02	-0.120000033E-02	 0.999999940E-03	  1237.83301    
     892	-0.150000036E-02	-0.120000033E-02	 0.999999940E-03	  1237.83301    
      47	-0.270000045E-02	-0.900000310E-03	 0.999999940E-03	  1237.83301    
     287	-0.240000043E-02	-0.900000310E-03	 0.999999940E-03	  1237.83301    
     485	-0.210000040E-02	-0.900000310E-03	 0.999999940E-03	  1237.83301    
     694	-0.180000038E-02	-0.900000310E-03	 0.999999940E-03	  1237.83301    
     903	-0.150000036E-02	-0.900000310E-03	 0.999999940E-03	  1237.83301    
    1145	-0.120000033E-02	-0.900000310E-03	 0.999999940E-03	  1237.83301    
      45	-0.300000048E-02	-0.900000310E-03	 0.999999940E-03	  1237.83301    
      67	-0.300000048E-02	-0.600000286E-03	 0.999999940E-03	  1237.83301    
      69	-0.270000045E-02	-0.600000286E-03	 0.999999940E-03	  1237.83301    
     298	-0.240000043E-02	-0.600000286E-03	 0.999999940E-03	  1237.83301    
     496	-0.210000040E-02	-0.600000286E-03	 0.999999940E-03	  1237.83301    
     705	-0.180000038E-02	-0.600000286E-03	 0.999999940E-03	  1237.83301    
     914	-0.150000036E-02	-0.600000286E-03	 0.999999940E-03	  1237.83301    
    1156	-0.120000033E-02	-0.600000286E-03	 0.999999940E-03	  1237.83301    
    1398	-0.900000310E-03	-0.600000286E-03	 0.999999940E-03	  1237.83301    
    1629	-0.600000286E-03	-0.600000286E-03	 0.999999940E-03	  1237.83301    
      89	-0.300000048E-02	-0.300000262E-03	 0.999999940E-03	  1237.83301    
      91	-0.270000045E-02	-0.300000262E-03	 0.999999940E-03	  1237.83301    
     309	-0.240000043E-02	-0.300000262E-03	 0.999999940E-03	  1237.83301    
     507	-0.210000040E-02	-0.300000262E-03	 0.999999940E-03	  1237.83301    
     716	-0.180000038E-02	-0.300000262E-03	 0.999999940E-03	  1237.83301    
     925	-0.150000036E-02	-0.300000262E-03	 0.999999940E-03	  1237.83301    
    1167	-0.120000033E-02	-0.300000262E-03	 0.999999940E-03	  1237.83301    
    1409	-0.900000310E-03	-0.300000262E-03	 0.999999940E-03	  1237.83301    
    1640	-0.600000286E-03	-0.300000262E-03	 0.999999940E-03	  1237.83301    
    1871	-0.300000262E-03	-0.300000262E-03	 0.999999940E-03	  1237.83301    
    2102	-0.238418579E-09	-0.300000262E-03	 0.999999940E-03	  1237.83301    
     111	-0.300000048E-02	-0.238418579E-09	 0.999999940E-03	  1237.83301    
     113	-0.270000045E-02	-0.238418579E-09	 0.999999940E-03	  1237.83301    
     320	-0.240000043E-02	-0.238418579E-09	 0.999999940E-03	  1237.83301    
     518	-0.210000040E-02	-0.238418579E-09	 0.999999940E-03	  1237.83301    
     727	-0.180000038E-02	-0.238418579E-09	 0.999999940E-03	  1237.83301    
     936	-0.150000036E-02	-0.238418579E-09	 0.999999940E-03	  1237.83301    
    1178	-0.120000033E-02	-0.238418579E-09	 0.999999940E-03	  1237.83301    
    1420	-0.900000310E-03	-0.238418579E-09	 0.999999940E-03	  1237.83301    
    1651	-0.600000286E-03	-0.238418579E-09	 0.999999940E-03	  1237.83301    
    1882	-0.300000262E-03	-0.238418579E-09	 0.999999940E-03	  1237.83301    
    2113	-0.238418579E-09	-0.238418579E-09	 0.999999940E-03	  1237.83301    
     133	-0.300000048E-02	 0.299999785E-03	 0.999999940E-03	  1237.83301    
     135	-0.270000045E-02	 0.299999785E-03	 0.999999940E-03	  1237.83301    
     331	-0.240000043E-02	 0.299999785E-03	 0.999999940E-03	  1237.83301    
     529	-0.210000040E-02	 0.299999785E-03	 0.999999940E-03	  1237.83301    
     738	-0.180000038E-02	 0.299999785E-03	 0.999999940E-03	  1237.83301    
     947	-0.150000036E-02	 0.299999785E-03	 0.999999940E-03	  1237.83301    
    1189	-0.120000033E-02	 0.299999785E-03	 0.999999940E-03	  1237.83301    
    1431	-0.900000310E-03	 0.299999785E-03	 0.999999940E-03	  1237.83301    
    1662	-0.600000286E-03	 0.299999785E-03	 0.999999940E-03	  1237.83301    
    1893	-0.300000262E-03	 0.299999785E-03	 0.999999940E-03	  1237.83301    
    2124	-0.238418579E-09	 0.299999785E-03	 0.999999940E-03	  1237.83301    
     155	-0.300000048E-02	 0.599999809E-03	 0.999999940E-03	  1237.83301    
     157	-0.270000045E-02	 0.599999809E-03	 0.999999940E-03	  1237.83301    
     342	-0.240000043E-02	 0.599999809E-03	 0.999999940E-03	  1237.83301    
     540	-0.210000040E-02	 0.599999809E-03	 0.999999940E-03	  1237.83301    
     749	-0.180000038E-02	 0.599999809E-03	 0.999999940E-03	  1237.83301    
     958	-0.150000036E-02	 0.599999809E-03	 0.999999940E-03	  1237.83301    
    1200	-0.120000033E-02	 0.599999809E-03	 0.999999940E-03	  1237.83301    
    1442	-0.900000310E-03	 0.599999809E-03	 0.999999940E-03	  1237.83301    
    1673	-0.600000286E-03	 0.599999809E-03	 0.999999940E-03	  1237.83301    
    1904	-0.300000262E-03	 0.599999809E-03	 0.999999940E-03	  1237.83301    
    2135	-0.238418579E-09	 0.599999809E-03	 0.999999940E-03	  1237.83301    
     177	-0.300000048E-02	 0.899999833E-03	 0.999999940E-03	  1237.83301    
     179	-0.270000045E-02	 0.899999833E-03	 0.999999940E-03	  1237.83301    
     353	-0.240000043E-02	 0.899999833E-03	 0.999999940E-03	  1237.83301    
     551	-0.210000040E-02	 0.899999833E-03	 0.999999940E-03	  1237.83301    
     760	-0.180000038E-02	 0.899999833E-03	 0.999999940E-03	  1237.83301    
     969	-0.150000036E-02	 0.899999833E-03	 0.999999940E-03	  1237.83301    
    1211	-0.120000033E-02	 0.899999833E-03	 0.999999940E-03	  1237.83301    
    1453	-0.900000310E-03	 0.899999833E-03	 0.999999940E-03	  1237.83301    
    1684	-0.600000286E-03	 0.899999833E-03	 0.999999940E-03	  1237.83301    
    1915	-0.300000262E-03	 0.899999833E-03	 0.999999940E-03	  1237.83301    
     201	-0.270000045E-02	 0.119999986E-02	 0.999999940E-03	  1237.83301    
     364	-0.240000043E-02	 0.119999986E-02	 0.999999940E-03	  1237.83301    
     562	-0.210000040E-02	 0.119999986E-02	 0.999999940E-03	  1237.83301    
     771	-0.180000038E-02	 0.119999986E-02	 0.999999940E-03	  1237.83301    
     980	-0.150000036E-02	 0.119999986E-02	 0.999999940E-03	  1237.83301    
    1222	-0.120000033E-02	 0.119999986E-02	 0.999999940E-03	  1237.83301    
    1464	-0.900000310E-03	 0.119999986E-02	 0.999999940E-03	  1237.83301    
    1695	-0.600000286E-03	 0.119999986E-02	 0.999999940E-03	  1237.83301    
    1926	-0.300000262E-03	 0.119999986E-02	 0.999999940E-03	  1237.83301    
     223	-0.270000045E-02	 0.149999988E-02	 0.999999940E-03	  1237.83301    
     375	-0.240000043E-02	 0.149999988E-02	 0.999999940E-03	  1237.83301    
     573	-0.210000040E-02	 0.149999988E-02	 0.999999940E-03	  1237.83301    
     782	-0.180000038E-02	 0.149999988E-02	 0.999999940E-03	  1237.83301    
     991	-0.150000036E-02	 0.149999988E-02	 0.999999940E-03	  1237.83301    
    1233	-0.120000033E-02	 0.149999988E-02	 0.999999940E-03	  1237.83301    
    1475	-0.900000310E-03	 0.149999988E-02	 0.999999940E-03	  1237.83301    
    1706	-0.600000286E-03	 0.149999988E-02	 0.999999940E-03	  1237.83301    
    1937	-0.300000262E-03	 0.149999988E-02	 0.999999940E-03	  1237.83301    
     388	-0.240000043E-02	 0.179999990E-02	 0.999999940E-03	  1237.83301    
     584	-0.210000040E-02	 0.179999990E-02	 0.999999940E-03	  1237.83301    
     793	-0.180000038E-02	 0.179999990E-02	 0.999999940E-03	  1237.83301    
    1002	-0.150000036E-02	 0.179999990E-02	 0.999999940E-03	  1237.83301    
    1244	-0.120000033E-02	 0.179999990E-02	 0.999999940E-03	  1237.83301    
    1486	-0.900000310E-03	 0.179999990E-02	 0.999999940E-03	  1237.83301    
    1717	-0.600000286E-03	 0.179999990E-02	 0.999999940E-03	  1237.83301    
    1948	-0.300000262E-03	 0.179999990E-02	 0.999999940E-03	  1237.83301    
     595	-0.240000043E-02	 0.209999993E-02	 0.999999940E-03	  1237.83301    
     597	-0.210000040E-02	 0.209999993E-02	 0.999999940E-03	  1237.83301    
     804	-0.180000038E-02	 0.209999993E-02	 0.999999940E-03	  1237.83301    
    1013	-0.150000036E-02	 0.209999993E-02	 0.999999940E-03	  1237.83301    
    1255	-0.120000033E-02	 0.209999993E-02	 0.999999940E-03	  1237.83301    
    1497	-0.900000310E-03	 0.209999993E-02	 0.999999940E-03	  1237.83301    
    1728	-0.600000286E-03	 0.209999993E-02	 0.999999940E-03	  1237.83301    
    1959	-0.300000262E-03	 0.209999993E-02	 0.999999940E-03	  1237.83301    
     619	-0.210000040E-02	 0.239999995E-02	 0.999999940E-03	  1237.83301    
     815	-0.180000038E-02	 0.239999995E-02	 0.999999940E-03	  1237.83301    
