AM Result File
MAPDL 2025 R1          BUILD 25.1        UP20250123    WINDOWS x64 
04/04/2026      11:15:42
Title: --Transient Thermal
Node Number	X Coordinate	Y Coordinate	Z Coordinate	Deposition-Temp
     141	-0.300000048E-02	 0.299999785E-03	 0.219999996E-02	  1258.40424    
     142	-0.270000045E-02	 0.299999785E-03	 0.219999996E-02	  1258.40424    
     335	-0.240000043E-02	 0.299999785E-03	 0.219999996E-02	  1258.40423    
     533	-0.210000040E-02	 0.299999785E-03	 0.219999996E-02	  1258.40422    
     742	-0.180000038E-02	 0.299999785E-03	 0.219999996E-02	  1258.40420    
     951	-0.150000036E-02	 0.299999785E-03	 0.219999996E-02	  1258.40419    
    1193	-0.120000033E-02	 0.299999785E-03	 0.219999996E-02	  1258.40417    
    1435	-0.900000310E-03	 0.299999785E-03	 0.219999996E-02	  1258.40416    
    1666	-0.600000286E-03	 0.299999785E-03	 0.219999996E-02	  1258.40415    
    1897	-0.300000262E-03	 0.299999785E-03	 0.219999996E-02	  1258.40415    
    2128	-0.238418579E-09	 0.299999785E-03	 0.219999996E-02	  1258.40415    
     163	-0.300000048E-02	 0.599999809E-03	 0.219999996E-02	  1258.40426    
     164	-0.270000045E-02	 0.599999809E-03	 0.219999996E-02	  1258.40425    
     346	-0.240000043E-02	 0.599999809E-03	 0.219999996E-02	  1258.40424    
     544	-0.210000040E-02	 0.599999809E-03	 0.219999996E-02	  1258.40423    
     753	-0.180000038E-02	 0.599999809E-03	 0.219999996E-02	  1258.40421    
     962	-0.150000036E-02	 0.599999809E-03	 0.219999996E-02	  1258.40419    
    1204	-0.120000033E-02	 0.599999809E-03	 0.219999996E-02	  1258.40418    
    1446	-0.900000310E-03	 0.599999809E-03	 0.219999996E-02	  1258.40417    
    1677	-0.600000286E-03	 0.599999809E-03	 0.219999996E-02	  1258.40416    
    1908	-0.300000262E-03	 0.599999809E-03	 0.219999996E-02	  1258.40415    
    2139	-0.238418579E-09	 0.599999809E-03	 0.219999996E-02	  1258.40415    
     185	-0.300000048E-02	 0.899999833E-03	 0.219999996E-02	  1258.40427    
     186	-0.270000045E-02	 0.899999833E-03	 0.219999996E-02	  1258.40427    
     357	-0.240000043E-02	 0.899999833E-03	 0.219999996E-02	  1258.40426    
     555	-0.210000040E-02	 0.899999833E-03	 0.219999996E-02	  1258.40424    
     764	-0.180000038E-02	 0.899999833E-03	 0.219999996E-02	  1258.40422    
     973	-0.150000036E-02	 0.899999833E-03	 0.219999996E-02	  1258.40421    
    1215	-0.120000033E-02	 0.899999833E-03	 0.219999996E-02	  1258.40419    
    1457	-0.900000310E-03	 0.899999833E-03	 0.219999996E-02	  1258.40418    
    1688	-0.600000286E-03	 0.899999833E-03	 0.219999996E-02	  1258.40417    
    1919	-0.300000262E-03	 0.899999833E-03	 0.219999996E-02	  1258.40416    
     207	-0.300000048E-02	 0.119999986E-02	 0.219999996E-02	  1258.40429    
     208	-0.270000045E-02	 0.119999986E-02	 0.219999996E-02	  1258.40428    
     368	-0.240000043E-02	 0.119999986E-02	 0.219999996E-02	  1258.40427    
     566	-0.210000040E-02	 0.119999986E-02	 0.219999996E-02	  1258.40426    
     775	-0.180000038E-02	 0.119999986E-02	 0.219999996E-02	  1258.40424    
     984	-0.150000036E-02	 0.119999986E-02	 0.219999996E-02	  1258.40422    
    1226	-0.120000033E-02	 0.119999986E-02	 0.219999996E-02	  1258.40420    
    1468	-0.900000310E-03	 0.119999986E-02	 0.219999996E-02	  1258.40419    
    1699	-0.600000286E-03	 0.119999986E-02	 0.219999996E-02	  1258.40418    
    1930	-0.300000262E-03	 0.119999986E-02	 0.219999996E-02	  1258.40417    
     229	-0.300000048E-02	 0.149999988E-02	 0.219999996E-02	  1258.40429    
     230	-0.270000045E-02	 0.149999988E-02	 0.219999996E-02	  1258.40429    
     379	-0.240000043E-02	 0.149999988E-02	 0.219999996E-02	  1258.40429    
     577	-0.210000040E-02	 0.149999988E-02	 0.219999996E-02	  1258.40427    
     786	-0.180000038E-02	 0.149999988E-02	 0.219999996E-02	  1258.40426    
     995	-0.150000036E-02	 0.149999988E-02	 0.219999996E-02	  1258.40424    
    1237	-0.120000033E-02	 0.149999988E-02	 0.219999996E-02	  1258.40422    
    1479	-0.900000310E-03	 0.149999988E-02	 0.219999996E-02	  1258.40421    
    1710	-0.600000286E-03	 0.149999988E-02	 0.219999996E-02	  1258.40419    
    1941	-0.300000262E-03	 0.149999988E-02	 0.219999996E-02	  1258.40419    
     394	-0.270000045E-02	 0.179999990E-02	 0.219999996E-02	  1258.40429    
     395	-0.240000043E-02	 0.179999990E-02	 0.219999996E-02	  1258.40429    
     588	-0.210000040E-02	 0.179999990E-02	 0.219999996E-02	  1258.40429    
     797	-0.180000038E-02	 0.179999990E-02	 0.219999996E-02	  1258.40427    
    1006	-0.150000036E-02	 0.179999990E-02	 0.219999996E-02	  1258.40426    
    1248	-0.120000033E-02	 0.179999990E-02	 0.219999996E-02	  1258.40424    
    1490	-0.900000310E-03	 0.179999990E-02	 0.219999996E-02	  1258.40422    
    1721	-0.600000286E-03	 0.179999990E-02	 0.219999996E-02	  1258.40421    
    1952	-0.300000262E-03	 0.179999990E-02	 0.219999996E-02	  1258.40420    
     603	-0.240000043E-02	 0.209999993E-02	 0.219999996E-02	  1258.40430    
     604	-0.210000040E-02	 0.209999993E-02	 0.219999996E-02	  1258.40430    
     808	-0.180000038E-02	 0.209999993E-02	 0.219999996E-02	  1258.40429    
    1017	-0.150000036E-02	 0.209999993E-02	 0.219999996E-02	  1258.40427    
    1259	-0.120000033E-02	 0.209999993E-02	 0.219999996E-02	  1258.40426    
    1501	-0.900000310E-03	 0.209999993E-02	 0.219999996E-02	  1258.40424    
    1732	-0.600000286E-03	 0.209999993E-02	 0.219999996E-02	  1258.40423    
    1963	-0.300000262E-03	 0.209999993E-02	 0.219999996E-02	  1258.40422    
     625	-0.240000043E-02	 0.239999995E-02	 0.219999996E-02	  1258.40430    
     626	-0.210000040E-02	 0.239999995E-02	 0.219999996E-02	  1258.40430    
     819	-0.180000038E-02	 0.239999995E-02	 0.219999996E-02	  1258.40429    
    1028	-0.150000036E-02	 0.239999995E-02	 0.219999996E-02	  1258.40429    
    1270	-0.120000033E-02	 0.239999995E-02	 0.219999996E-02	  1258.40427    
    1512	-0.900000310E-03	 0.239999995E-02	 0.219999996E-02	  1258.40426    
    1743	-0.600000286E-03	 0.239999995E-02	 0.219999996E-02	  1258.40424    
    1043	-0.180000038E-02	 0.269999998E-02	 0.219999996E-02	  1258.40429    
    1044	-0.150000036E-02	 0.269999998E-02	 0.219999996E-02	  1258.40429    
    1281	-0.120000033E-02	 0.269999998E-02	 0.219999996E-02	  1258.40428    
    1523	-0.900000310E-03	 0.269999998E-02	 0.219999996E-02	  1258.40427    
    1754	-0.600000286E-03	 0.269999998E-02	 0.219999996E-02	  1258.40425    
    1296	-0.150000036E-02	 0.300000000E-02	 0.219999996E-02	  1258.40429    
    1297	-0.120000033E-02	 0.300000000E-02	 0.219999996E-02	  1258.40429    
    1534	-0.900000310E-03	 0.300000000E-02	 0.219999996E-02	  1258.40427    
    1765	-0.600000286E-03	 0.300000000E-02	 0.219999996E-02	  1258.40426    
    1974	-0.300000262E-03	 0.239999995E-02	 0.219999996E-02	  1258.40423    
    1985	-0.300000262E-03	 0.269999998E-02	 0.219999996E-02	  1258.40424    
    1996	-0.300000262E-03	 0.300000000E-02	 0.219999996E-02	  1258.40424    
    2150	-0.238418579E-09	 0.899999833E-03	 0.219999996E-02	  1258.40416    
    2161	-0.238418579E-09	 0.119999986E-02	 0.219999996E-02	  1258.40417    
    2172	-0.238418579E-09	 0.149999988E-02	 0.219999996E-02	  1258.40418    
    2183	-0.238418579E-09	 0.179999990E-02	 0.219999996E-02	  1258.40420    
    2194	-0.238418579E-09	 0.209999993E-02	 0.219999996E-02	  1258.40421    
    2205	-0.238418579E-09	 0.239999995E-02	 0.219999996E-02	  1258.40423    
    2216	-0.238418579E-09	 0.269999998E-02	 0.219999996E-02	  1258.40424    
    2227	-0.238418579E-09	 0.300000000E-02	 0.219999996E-02	  1258.40424    
    2337	 0.299999785E-03	-0.300000262E-03	 0.219999996E-02	  1258.40415    
    2348	 0.299999785E-03	-0.238418579E-09	 0.219999996E-02	  1258.40415    
    2359	 0.299999785E-03	 0.299999785E-03	 0.219999996E-02	  1258.40415    
    2370	 0.299999785E-03	 0.599999809E-03	 0.219999996E-02	  1258.40415    
    2381	 0.299999785E-03	 0.899999833E-03	 0.219999996E-02	  1258.40416    
    2392	 0.299999785E-03	 0.119999986E-02	 0.219999996E-02	  1258.40417    
    2403	 0.299999785E-03	 0.149999988E-02	 0.219999996E-02	  1258.40419    
    2414	 0.299999785E-03	 0.179999990E-02	 0.219999996E-02	  1258.40420    
    2425	 0.299999785E-03	 0.209999993E-02	 0.219999996E-02	  1258.40422    
    2436	 0.299999785E-03	 0.239999995E-02	 0.219999996E-02	  1258.40423    
    2447	 0.299999785E-03	 0.269999998E-02	 0.219999996E-02	  1258.40424    
    2458	 0.299999785E-03	 0.300000000E-02	 0.219999996E-02	  1258.40424    
    2568	 0.599999809E-03	-0.300000262E-03	 0.219999996E-02	  1258.40415    
    2579	 0.599999809E-03	-0.238418579E-09	 0.219999996E-02	  1258.40415    
    2590	 0.599999809E-03	 0.299999785E-03	 0.219999996E-02	  1258.40415    
    2601	 0.599999809E-03	 0.599999809E-03	 0.219999996E-02	  1258.40416    
    2612	 0.599999809E-03	 0.899999833E-03	 0.219999996E-02	  1258.40417    
    2623	 0.599999809E-03	 0.119999986E-02	 0.219999996E-02	  1258.40418    
    2634	 0.599999809E-03	 0.149999988E-02	 0.219999996E-02	  1258.40419    
    2645	 0.599999809E-03	 0.179999990E-02	 0.219999996E-02	  1258.40421    
    2656	 0.599999809E-03	 0.209999993E-02	 0.219999996E-02	  1258.40423    
    2667	 0.599999809E-03	 0.239999995E-02	 0.219999996E-02	  1258.40424    
    2678	 0.599999809E-03	 0.269999998E-02	 0.219999996E-02	  1258.40425    
    2689	 0.599999809E-03	 0.300000000E-02	 0.219999996E-02	  1258.40426    
    2799	 0.899999833E-03	-0.300000262E-03	 0.219999996E-02	  1258.40416    
    2810	 0.899999833E-03	-0.238418579E-09	 0.219999996E-02	  1258.40416    
    2821	 0.899999833E-03	 0.299999785E-03	 0.219999996E-02	  1258.40416    
    2832	 0.899999833E-03	 0.599999809E-03	 0.219999996E-02	  1258.40417    
    2843	 0.899999833E-03	 0.899999833E-03	 0.219999996E-02	  1258.40418    
    2854	 0.899999833E-03	 0.119999986E-02	 0.219999996E-02	  1258.40419    
    2865	 0.899999833E-03	 0.149999988E-02	 0.219999996E-02	  1258.40421    
    2876	 0.899999833E-03	 0.179999990E-02	 0.219999996E-02	  1258.40422    
    2887	 0.899999833E-03	 0.209999993E-02	 0.219999996E-02	  1258.40424    
    2898	 0.899999833E-03	 0.239999995E-02	 0.219999996E-02	  1258.40426    
    2909	 0.899999833E-03	 0.269999998E-02	 0.219999996E-02	  1258.40427    
    2920	 0.899999833E-03	 0.300000000E-02	 0.219999996E-02	  1258.40427    
    3030	 0.119999986E-02	-0.300000262E-03	 0.219999996E-02	  1258.40417    
    3041	 0.119999986E-02	-0.238418579E-09	 0.219999996E-02	  1258.40417    
    3052	 0.119999986E-02	 0.299999785E-03	 0.219999996E-02	  1258.40417    
    3063	 0.119999986E-02	 0.599999809E-03	 0.219999996E-02	  1258.40418    
    3074	 0.119999986E-02	 0.899999833E-03	 0.219999996E-02	  1258.40419    
    3085	 0.119999986E-02	 0.119999986E-02	 0.219999996E-02	  1258.40420    
    3096	 0.119999986E-02	 0.149999988E-02	 0.219999996E-02	  1258.40422    
    3107	 0.119999986E-02	 0.179999990E-02	 0.219999996E-02	  1258.40424    
    3118	 0.119999986E-02	 0.209999993E-02	 0.219999996E-02	  1258.40426    
    3129	 0.119999986E-02	 0.239999995E-02	 0.219999996E-02	  1258.40427    
    3140	 0.119999986E-02	 0.269999998E-02	 0.219999996E-02	  1258.40428    
    3151	 0.119999986E-02	 0.300000000E-02	 0.219999996E-02	  1258.40429    
    3261	 0.149999988E-02	-0.300000262E-03	 0.219999996E-02	  1258.40419    
    3272	 0.149999988E-02	-0.238418579E-09	 0.219999996E-02	  1258.40418    
    3283	 0.149999988E-02	 0.299999785E-03	 0.219999996E-02	  1258.40419    
    3294	 0.149999988E-02	 0.599999809E-03	 0.219999996E-02	  1258.40419    
    3305	 0.149999988E-02	 0.899999833E-03	 0.219999996E-02	  1258.40421    
    3316	 0.149999988E-02	 0.119999986E-02	 0.219999996E-02	  1258.40422    
    3327	 0.149999988E-02	 0.149999988E-02	 0.219999996E-02	  1258.40424    
    3338	 0.149999988E-02	 0.179999990E-02	 0.219999996E-02	  1258.40426    
    3349	 0.149999988E-02	 0.209999993E-02	 0.219999996E-02	  1258.40427    
    3360	 0.149999988E-02	 0.239999995E-02	 0.219999996E-02	  1258.40429    
    3371	 0.149999988E-02	 0.269999998E-02	 0.219999996E-02	  1258.40429    
    3382	 0.149999988E-02	 0.300000000E-02	 0.219999996E-02	  1258.40429    
    3481	 0.179999990E-02	-0.300000262E-03	 0.219999996E-02	  1258.40420    
    3492	 0.179999990E-02	-0.238418579E-09	 0.219999996E-02	  1258.40420    
    3503	 0.179999990E-02	 0.299999785E-03	 0.219999996E-02	  1258.40420    
    3514	 0.179999990E-02	 0.599999809E-03	 0.219999996E-02	  1258.40421    
    3525	 0.179999990E-02	 0.899999833E-03	 0.219999996E-02	  1258.40422    
    3536	 0.179999990E-02	 0.119999986E-02	 0.219999996E-02	  1258.40424    
    3547	 0.179999990E-02	 0.149999988E-02	 0.219999996E-02	  1258.40426    
    3558	 0.179999990E-02	 0.179999990E-02	 0.219999996E-02	  1258.40427    
    3569	 0.179999990E-02	 0.209999993E-02	 0.219999996E-02	  1258.40429    
    3580	 0.179999990E-02	 0.239999995E-02	 0.219999996E-02	  1258.40429    
    3591	 0.179999990E-02	 0.269999998E-02	 0.219999996E-02	  1258.40429    
    3679	 0.209999993E-02	-0.300000262E-03	 0.219999996E-02	  1258.40422    
    3690	 0.209999993E-02	-0.238418579E-09	 0.219999996E-02	  1258.40421    
    3701	 0.209999993E-02	 0.299999785E-03	 0.219999996E-02	  1258.40422    
    3712	 0.209999993E-02	 0.599999809E-03	 0.219999996E-02	  1258.40423    
    3723	 0.209999993E-02	 0.899999833E-03	 0.219999996E-02	  1258.40424    
    3734	 0.209999993E-02	 0.119999986E-02	 0.219999996E-02	  1258.40426    
    3745	 0.209999993E-02	 0.149999988E-02	 0.219999996E-02	  1258.40427    
    3756	 0.209999993E-02	 0.179999990E-02	 0.219999996E-02	  1258.40429    
    3767	 0.209999993E-02	 0.209999993E-02	 0.219999996E-02	  1258.40430    
    3778	 0.209999993E-02	 0.239999995E-02	 0.219999996E-02	  1258.40430    
    3866	 0.239999995E-02	-0.300000262E-03	 0.219999996E-02	  1258.40423    
    3877	 0.239999995E-02	-0.238418579E-09	 0.219999996E-02	  1258.40423    
    3888	 0.239999995E-02	 0.299999785E-03	 0.219999996E-02	  1258.40423    
    3899	 0.239999995E-02	 0.599999809E-03	 0.219999996E-02	  1258.40424    
    3910	 0.239999995E-02	 0.899999833E-03	 0.219999996E-02	  1258.40426    
    3921	 0.239999995E-02	 0.119999986E-02	 0.219999996E-02	  1258.40427    
    3932	 0.239999995E-02	 0.149999988E-02	 0.219999996E-02	  1258.40429    
    3943	 0.239999995E-02	 0.179999990E-02	 0.219999996E-02	  1258.40429    
    3954	 0.239999995E-02	 0.209999993E-02	 0.219999996E-02	  1258.40430    
    3965	 0.239999995E-02	 0.239999995E-02	 0.219999996E-02	  1258.40430    
    4031	 0.269999998E-02	-0.300000262E-03	 0.219999996E-02	  1258.40424    
    4042	 0.269999998E-02	-0.238418579E-09	 0.219999996E-02	  1258.40424    
    4053	 0.269999998E-02	 0.299999785E-03	 0.219999996E-02	  1258.40424    
    4064	 0.269999998E-02	 0.599999809E-03	 0.219999996E-02	  1258.40425    
    4075	 0.269999998E-02	 0.899999833E-03	 0.219999996E-02	  1258.40427    
    4086	 0.269999998E-02	 0.119999986E-02	 0.219999996E-02	  1258.40428    
    4097	 0.269999998E-02	 0.149999988E-02	 0.219999996E-02	  1258.40429    
    4108	 0.269999998E-02	 0.179999990E-02	 0.219999996E-02	  1258.40429    
    4163	 0.300000000E-02	-0.300000262E-03	 0.219999996E-02	  1258.40424    
    4174	 0.300000000E-02	-0.238418579E-09	 0.219999996E-02	  1258.40424    
    4185	 0.300000000E-02	 0.299999785E-03	 0.219999996E-02	  1258.40424    
    4196	 0.300000000E-02	 0.599999809E-03	 0.219999996E-02	  1258.40426    
    4207	 0.300000000E-02	 0.899999833E-03	 0.219999996E-02	  1258.40427    
    4218	 0.300000000E-02	 0.119999986E-02	 0.219999996E-02	  1258.40429    
    4229	 0.300000000E-02	 0.149999988E-02	 0.219999996E-02	  1258.40429    
      23	-0.270000045E-02	-0.150000036E-02	 0.249999997E-02	  1258.86740    
     258	-0.270000045E-02	-0.180000038E-02	 0.249999997E-02	  1258.86740    
     260	-0.240000043E-02	-0.150000036E-02	 0.249999997E-02	  1258.86740    
     259	-0.240000043E-02	-0.180000038E-02	 0.249999997E-02	  1258.86740    
     429	-0.240000043E-02	-0.210000040E-02	 0.249999997E-02	  1258.86740    
     428	-0.240000043E-02	-0.240000043E-02	 0.249999997E-02	  1258.86741    
     431	-0.210000040E-02	-0.210000040E-02	 0.249999997E-02	  1258.86740    
     430	-0.210000040E-02	-0.240000043E-02	 0.249999997E-02	  1258.86740    
     457	-0.210000040E-02	-0.180000038E-02	 0.249999997E-02	  1258.86740    
     468	-0.210000040E-02	-0.150000036E-02	 0.249999997E-02	  1258.86739    
     650	-0.180000038E-02	-0.210000040E-02	 0.249999997E-02	  1258.86740    
     649	-0.180000038E-02	-0.240000043E-02	 0.249999997E-02	  1258.86740    
     666	-0.180000038E-02	-0.180000038E-02	 0.249999997E-02	  1258.86739    
     677	-0.180000038E-02	-0.150000036E-02	 0.249999997E-02	  1258.86739    
     841	-0.180000038E-02	-0.270000045E-02	 0.249999997E-02	  1258.86740    
     843	-0.150000036E-02	-0.240000043E-02	 0.249999997E-02	  1258.86740    
     842	-0.150000036E-02	-0.270000045E-02	 0.249999997E-02	  1258.86740    
     864	-0.150000036E-02	-0.210000040E-02	 0.249999997E-02	  1258.86739    
     875	-0.150000036E-02	-0.180000038E-02	 0.249999997E-02	  1258.86739    
     886	-0.150000036E-02	-0.150000036E-02	 0.249999997E-02	  1258.86738    
    1072	-0.150000036E-02	-0.300000048E-02	 0.249999997E-02	  1258.86740    
    1074	-0.120000033E-02	-0.270000045E-02	 0.249999997E-02	  1258.86740    
    1073	-0.120000033E-02	-0.300000048E-02	 0.249999997E-02	  1258.86740    
    1095	-0.120000033E-02	-0.240000043E-02	 0.249999997E-02	  1258.86739    
    1106	-0.120000033E-02	-0.210000040E-02	 0.249999997E-02	  1258.86739    
    1117	-0.120000033E-02	-0.180000038E-02	 0.249999997E-02	  1258.86738    
    1128	-0.120000033E-02	-0.150000036E-02	 0.249999997E-02	  1258.86738    
    1321	-0.900000310E-03	-0.270000045E-02	 0.249999997E-02	  1258.86739    
    1320	-0.900000310E-03	-0.300000048E-02	 0.249999997E-02	  1258.86739    
    1337	-0.900000310E-03	-0.240000043E-02	 0.249999997E-02	  1258.86739    
    1348	-0.900000310E-03	-0.210000040E-02	 0.249999997E-02	  1258.86738    
    1359	-0.900000310E-03	-0.180000038E-02	 0.249999997E-02	  1258.86738    
    1370	-0.900000310E-03	-0.150000036E-02	 0.249999997E-02	  1258.86737    
    1139	-0.120000033E-02	-0.120000033E-02	 0.249999997E-02	  1258.86737    
    1381	-0.900000310E-03	-0.120000033E-02	 0.249999997E-02	  1258.86736    
    1552	-0.600000286E-03	-0.270000045E-02	 0.249999997E-02	  1258.86739    
    1551	-0.600000286E-03	-0.300000048E-02	 0.249999997E-02	  1258.86739    
    1568	-0.600000286E-03	-0.240000043E-02	 0.249999997E-02	  1258.86738    
    1579	-0.600000286E-03	-0.210000040E-02	 0.249999997E-02	  1258.86738    
    1590	-0.600000286E-03	-0.180000038E-02	 0.249999997E-02	  1258.86737    
    1601	-0.600000286E-03	-0.150000036E-02	 0.249999997E-02	  1258.86736    
    1612	-0.600000286E-03	-0.120000033E-02	 0.249999997E-02	  1258.86736    
    1392	-0.900000310E-03	-0.900000310E-03	 0.249999997E-02	  1258.86736    
    1623	-0.600000286E-03	-0.900000310E-03	 0.249999997E-02	  1258.86735    
    1783	-0.300000262E-03	-0.270000045E-02	 0.249999997E-02	  1258.86738    
    1782	-0.300000262E-03	-0.300000048E-02	 0.249999997E-02	  1258.86738    
    1799	-0.300000262E-03	-0.240000043E-02	 0.249999997E-02	  1258.86738    
    1810	-0.300000262E-03	-0.210000040E-02	 0.249999997E-02	  1258.86737    
    1821	-0.300000262E-03	-0.180000038E-02	 0.249999997E-02	  1258.86737    
    1832	-0.300000262E-03	-0.150000036E-02	 0.249999997E-02	  1258.86736    
    1843	-0.300000262E-03	-0.120000033E-02	 0.249999997E-02	  1258.86736    
    1854	-0.300000262E-03	-0.900000310E-03	 0.249999997E-02	  1258.86735    
    2014	-0.238418579E-09	-0.270000045E-02	 0.249999997E-02	  1258.86738    
    2013	-0.238418579E-09	-0.300000048E-02	 0.249999997E-02	  1258.86738    
    2030	-0.238418579E-09	-0.240000043E-02	 0.249999997E-02	  1258.86738    
    2041	-0.238418579E-09	-0.210000040E-02	 0.249999997E-02	  1258.86737    
    2052	-0.238418579E-09	-0.180000038E-02	 0.249999997E-02	  1258.86737    
    2063	-0.238418579E-09	-0.150000036E-02	 0.249999997E-02	  1258.86736    
    2074	-0.238418579E-09	-0.120000033E-02	 0.249999997E-02	  1258.86735    
    2085	-0.238418579E-09	-0.900000310E-03	 0.249999997E-02	  1258.86735    
    1865	-0.300000262E-03	-0.600000286E-03	 0.249999997E-02	  1258.86735    
    2096	-0.238418579E-09	-0.600000286E-03	 0.249999997E-02	  1258.86735    
    2245	 0.299999785E-03	-0.270000045E-02	 0.249999997E-02	  1258.86738    
    2244	 0.299999785E-03	-0.300000048E-02	 0.249999997E-02	  1258.86738    
    2261	 0.299999785E-03	-0.240000043E-02	 0.249999997E-02	  1258.86738    
    2272	 0.299999785E-03	-0.210000040E-02	 0.249999997E-02	  1258.86737    
    2283	 0.299999785E-03	-0.180000038E-02	 0.249999997E-02	  1258.86737    
    2294	 0.299999785E-03	-0.150000036E-02	 0.249999997E-02	  1258.86736    
    2305	 0.299999785E-03	-0.120000033E-02	 0.249999997E-02	  1258.86736    
    2316	 0.299999785E-03	-0.900000310E-03	 0.249999997E-02	  1258.86735    
    2327	 0.299999785E-03	-0.600000286E-03	 0.249999997E-02	  1258.86735    
    2476	 0.599999809E-03	-0.270000045E-02	 0.249999997E-02	  1258.86739    
    2475	 0.599999809E-03	-0.300000048E-02	 0.249999997E-02	  1258.86739    
    2492	 0.599999809E-03	-0.240000043E-02	 0.249999997E-02	  1258.86738    
    2503	 0.599999809E-03	-0.210000040E-02	 0.249999997E-02	  1258.86738    
    2514	 0.599999809E-03	-0.180000038E-02	 0.249999997E-02	  1258.86737    
    2525	 0.599999809E-03	-0.150000036E-02	 0.249999997E-02	  1258.86736    
    2536	 0.599999809E-03	-0.120000033E-02	 0.249999997E-02	  1258.86736    
    2547	 0.599999809E-03	-0.900000310E-03	 0.249999997E-02	  1258.86735    
    2558	 0.599999809E-03	-0.600000286E-03	 0.249999997E-02	  1258.86735    
    2707	 0.899999833E-03	-0.270000045E-02	 0.249999997E-02	  1258.86739    
    2706	 0.899999833E-03	-0.300000048E-02	 0.249999997E-02	  1258.86739    
    2723	 0.899999833E-03	-0.240000043E-02	 0.249999997E-02	  1258.86739    
    2734	 0.899999833E-03	-0.210000040E-02	 0.249999997E-02	  1258.86738    
    2745	 0.899999833E-03	-0.180000038E-02	 0.249999997E-02	  1258.86738    
    2756	 0.899999833E-03	-0.150000036E-02	 0.249999997E-02	  1258.86737    
    2767	 0.899999833E-03	-0.120000033E-02	 0.249999997E-02	  1258.86736    
    2778	 0.899999833E-03	-0.900000310E-03	 0.249999997E-02	  1258.86736    
    2789	 0.899999833E-03	-0.600000286E-03	 0.249999997E-02	  1258.86735    
    2938	 0.119999986E-02	-0.270000045E-02	 0.249999997E-02	  1258.86740    
    2937	 0.119999986E-02	-0.300000048E-02	 0.249999997E-02	  1258.86740    
    2954	 0.119999986E-02	-0.240000043E-02	 0.249999997E-02	  1258.86739    
    2965	 0.119999986E-02	-0.210000040E-02	 0.249999997E-02	  1258.86739    
    2976	 0.119999986E-02	-0.180000038E-02	 0.249999997E-02	  1258.86738    
    2987	 0.119999986E-02	-0.150000036E-02	 0.249999997E-02	  1258.86738    
    2998	 0.119999986E-02	-0.120000033E-02	 0.249999997E-02	  1258.86737    
    3009	 0.119999986E-02	-0.900000310E-03	 0.249999997E-02	  1258.86736    
    3020	 0.119999986E-02	-0.600000286E-03	 0.249999997E-02	  1258.86736    
    3169	 0.149999988E-02	-0.270000045E-02	 0.249999997E-02	  1258.86740    
    3168	 0.149999988E-02	-0.300000048E-02	 0.249999997E-02	  1258.86740    
    3185	 0.149999988E-02	-0.240000043E-02	 0.249999997E-02	  1258.86740    
    3196	 0.149999988E-02	-0.210000040E-02	 0.249999997E-02	  1258.86739    
    3207	 0.149999988E-02	-0.180000038E-02	 0.249999997E-02	  1258.86739    
    3218	 0.149999988E-02	-0.150000036E-02	 0.249999997E-02	  1258.86738    
    3229	 0.149999988E-02	-0.120000033E-02	 0.249999997E-02	  1258.86738    
    3240	 0.149999988E-02	-0.900000310E-03	 0.249999997E-02	  1258.86737    
    3251	 0.149999988E-02	-0.600000286E-03	 0.249999997E-02	  1258.86736    
    3400	 0.179999990E-02	-0.240000043E-02	 0.249999997E-02	  1258.86740    
    3399	 0.179999990E-02	-0.270000045E-02	 0.249999997E-02	  1258.86740    
    3416	 0.179999990E-02	-0.210000040E-02	 0.249999997E-02	  1258.86740    
    3427	 0.179999990E-02	-0.180000038E-02	 0.249999997E-02	  1258.86739    
    3438	 0.179999990E-02	-0.150000036E-02	 0.249999997E-02	  1258.86739    
    3449	 0.179999990E-02	-0.120000033E-02	 0.249999997E-02	  1258.86738    
    3460	 0.179999990E-02	-0.900000310E-03	 0.249999997E-02	  1258.86738    
    3471	 0.179999990E-02	-0.600000286E-03	 0.249999997E-02	  1258.86737    
    3609	 0.209999993E-02	-0.210000040E-02	 0.249999997E-02	  1258.86740    
    3608	 0.209999993E-02	-0.240000043E-02	 0.249999997E-02	  1258.86740    
    3625	 0.209999993E-02	-0.180000038E-02	 0.249999997E-02	  1258.86740    
    3636	 0.209999993E-02	-0.150000036E-02	 0.249999997E-02	  1258.86739    
    3647	 0.209999993E-02	-0.120000033E-02	 0.249999997E-02	  1258.86739    
    3658	 0.209999993E-02	-0.900000310E-03	 0.249999997E-02	  1258.86738    
    3669	 0.209999993E-02	-0.600000286E-03	 0.249999997E-02	  1258.86738    
    3796	 0.239999995E-02	-0.210000040E-02	 0.249999997E-02	  1258.86740    
    3795	 0.239999995E-02	-0.240000043E-02	 0.249999997E-02	  1258.86741    
    3812	 0.239999995E-02	-0.180000038E-02	 0.249999997E-02	  1258.86740    
    3823	 0.239999995E-02	-0.150000036E-02	 0.249999997E-02	  1258.86740    
    3834	 0.239999995E-02	-0.120000033E-02	 0.249999997E-02	  1258.86739    
    3845	 0.239999995E-02	-0.900000310E-03	 0.249999997E-02	  1258.86739    
    3856	 0.239999995E-02	-0.600000286E-03	 0.249999997E-02	  1258.86738    
    3983	 0.269999998E-02	-0.150000036E-02	 0.249999997E-02	  1258.86740    
