AM Result File
MAPDL 2025 R1          BUILD 25.1        UP20250123    WINDOWS x64 
04/04/2026      11:16:36
Title: --Static Structural
Node Number	X Coordinate	Y Coordinate	Z Coordinate	Recoater-Interference
     364	-0.240000043E-02	 0.119999986E-02	 0.999999940E-03	 0.106640334E-05
     562	-0.210000040E-02	 0.119999986E-02	 0.999999940E-03	 0.470241283E-06
     771	-0.180000038E-02	 0.119999986E-02	 0.999999940E-03	-0.472446769E-07
     980	-0.150000036E-02	 0.119999986E-02	 0.999999940E-03	-0.489343773E-06
    1222	-0.120000033E-02	 0.119999986E-02	 0.999999940E-03	-0.852009205E-06
    1464	-0.900000310E-03	 0.119999986E-02	 0.999999940E-03	-0.113419662E-05
    1695	-0.600000286E-03	 0.119999986E-02	 0.999999940E-03	-0.133562425E-05
    1926	-0.300000262E-03	 0.119999986E-02	 0.999999940E-03	-0.145645790E-05
     223	-0.270000045E-02	 0.149999988E-02	 0.999999940E-03	 0.219110953E-05
     375	-0.240000043E-02	 0.149999988E-02	 0.999999940E-03	 0.144975079E-05
     573	-0.210000040E-02	 0.149999988E-02	 0.999999940E-03	 0.827209983E-06
     782	-0.180000038E-02	 0.149999988E-02	 0.999999940E-03	 0.313150457E-06
     991	-0.150000036E-02	 0.149999988E-02	 0.999999940E-03	-0.127299403E-06
    1233	-0.120000033E-02	 0.149999988E-02	 0.999999940E-03	-0.489343774E-06
    1475	-0.900000310E-03	 0.149999988E-02	 0.999999940E-03	-0.771480324E-06
    1706	-0.600000286E-03	 0.149999988E-02	 0.999999940E-03	-0.972936261E-06
    1937	-0.300000262E-03	 0.149999988E-02	 0.999999940E-03	-0.109382342E-05
     388	-0.240000043E-02	 0.179999990E-02	 0.999999940E-03	 0.191215293E-05
     584	-0.210000040E-02	 0.179999990E-02	 0.999999940E-03	 0.126349970E-05
     793	-0.180000038E-02	 0.179999990E-02	 0.999999940E-03	 0.747644506E-06
    1002	-0.150000036E-02	 0.179999990E-02	 0.999999940E-03	 0.313150458E-06
    1244	-0.120000033E-02	 0.179999990E-02	 0.999999940E-03	-0.472446757E-07
    1486	-0.900000310E-03	 0.179999990E-02	 0.999999940E-03	-0.328611196E-06
    1717	-0.600000286E-03	 0.179999990E-02	 0.999999940E-03	-0.529793121E-06
    1948	-0.300000262E-03	 0.179999990E-02	 0.999999940E-03	-0.650458654E-06
     595	-0.240000043E-02	 0.209999993E-02	 0.999999940E-03	 0.247445828E-05
     597	-0.210000040E-02	 0.209999993E-02	 0.999999940E-03	 0.181007725E-05
     804	-0.180000038E-02	 0.209999993E-02	 0.999999940E-03	 0.126349970E-05
    1013	-0.150000036E-02	 0.209999993E-02	 0.999999940E-03	 0.827209983E-06
    1255	-0.120000033E-02	 0.209999993E-02	 0.999999940E-03	 0.470241282E-06
    1497	-0.900000310E-03	 0.209999993E-02	 0.999999940E-03	 0.191793550E-06
    1728	-0.600000286E-03	 0.209999993E-02	 0.999999940E-03	-0.712214648E-08
    1959	-0.300000262E-03	 0.209999993E-02	 0.999999940E-03	-0.126973421E-06
     619	-0.210000040E-02	 0.239999995E-02	 0.999999940E-03	 0.247445828E-05
     815	-0.180000038E-02	 0.239999995E-02	 0.999999940E-03	 0.191215293E-05
    1024	-0.150000036E-02	 0.239999995E-02	 0.999999940E-03	 0.144975079E-05
    1266	-0.120000033E-02	 0.239999995E-02	 0.999999940E-03	 0.106640334E-05
    1508	-0.900000310E-03	 0.239999995E-02	 0.999999940E-03	 0.786630370E-06
    1739	-0.600000286E-03	 0.239999995E-02	 0.999999940E-03	 0.589285340E-06
    1037	-0.150000036E-02	 0.269999998E-02	 0.999999940E-03	 0.219110952E-05
    1277	-0.120000033E-02	 0.269999998E-02	 0.999999940E-03	 0.179168596E-05
    1519	-0.900000310E-03	 0.269999998E-02	 0.999999940E-03	 0.148849557E-05
    1750	-0.600000286E-03	 0.269999998E-02	 0.999999940E-03	 0.126641769E-05
    1530	-0.900000310E-03	 0.300000000E-02	 0.999999940E-03	 0.230838752E-05
    1761	-0.600000286E-03	 0.300000000E-02	 0.999999940E-03	 0.207522664E-05
    1970	-0.300000262E-03	 0.239999995E-02	 0.999999940E-03	 0.469603867E-06
    1981	-0.300000262E-03	 0.269999998E-02	 0.999999940E-03	 0.114656193E-05
    1992	-0.300000262E-03	 0.300000000E-02	 0.999999940E-03	 0.195921002E-05
    2146	-0.238418579E-09	 0.899999833E-03	 0.999999940E-03	-0.177865884E-05
    2157	-0.238418579E-09	 0.119999986E-02	 0.999999940E-03	-0.149673232E-05
    2168	-0.238418579E-09	 0.149999988E-02	 0.999999940E-03	-0.113410811E-05
    2179	-0.238418579E-09	 0.179999990E-02	 0.999999940E-03	-0.690685025E-06
    2190	-0.238418579E-09	 0.209999993E-02	 0.999999940E-03	-0.167115226E-06
    2201	-0.238418579E-09	 0.239999995E-02	 0.999999940E-03	 0.430007023E-06
    2212	-0.238418579E-09	 0.269999998E-02	 0.999999940E-03	 0.110886998E-05
    2223	-0.238418579E-09	 0.300000000E-02	 0.999999940E-03	 0.192152535E-05
    2333	 0.299999785E-03	-0.300000262E-03	 0.999999940E-03	-0.206058453E-05
    2344	 0.299999785E-03	-0.238418579E-09	 0.999999940E-03	-0.210086136E-05
    2355	 0.299999785E-03	 0.299999785E-03	 0.999999940E-03	-0.206058453E-05
    2366	 0.299999785E-03	 0.599999809E-03	 0.999999940E-03	-0.193975938E-05
    2377	 0.299999785E-03	 0.899999833E-03	 0.999999940E-03	-0.173838313E-05
    2388	 0.299999785E-03	 0.119999986E-02	 0.999999940E-03	-0.145645790E-05
    2399	 0.299999785E-03	 0.149999988E-02	 0.999999940E-03	-0.109382342E-05
    2410	 0.299999785E-03	 0.179999990E-02	 0.999999940E-03	-0.650458654E-06
    2421	 0.299999785E-03	 0.209999993E-02	 0.999999940E-03	-0.126973421E-06
    2432	 0.299999785E-03	 0.239999995E-02	 0.999999940E-03	 0.469603866E-06
    2443	 0.299999785E-03	 0.269999998E-02	 0.999999940E-03	 0.114656193E-05
    2454	 0.299999785E-03	 0.300000000E-02	 0.999999940E-03	 0.195921002E-05
    2564	 0.599999809E-03	-0.300000262E-03	 0.999999940E-03	-0.193975938E-05
    2575	 0.599999809E-03	-0.238418579E-09	 0.999999940E-03	-0.198003423E-05
    2586	 0.599999809E-03	 0.299999785E-03	 0.999999940E-03	-0.193975938E-05
    2597	 0.599999809E-03	 0.599999809E-03	 0.999999940E-03	-0.181893464E-05
    2608	 0.599999809E-03	 0.899999833E-03	 0.999999940E-03	-0.161756502E-05
    2619	 0.599999809E-03	 0.119999986E-02	 0.999999940E-03	-0.133562425E-05
    2630	 0.599999809E-03	 0.149999988E-02	 0.999999940E-03	-0.972936261E-06
    2641	 0.599999809E-03	 0.179999990E-02	 0.999999940E-03	-0.529793121E-06
    2652	 0.599999809E-03	 0.209999993E-02	 0.999999940E-03	-0.712214681E-08
    2663	 0.599999809E-03	 0.239999995E-02	 0.999999940E-03	 0.589285339E-06
    2674	 0.599999809E-03	 0.269999998E-02	 0.999999940E-03	 0.126641769E-05
    2685	 0.599999809E-03	 0.300000000E-02	 0.999999940E-03	 0.207522664E-05
    2795	 0.899999833E-03	-0.300000262E-03	 0.999999940E-03	-0.173838313E-05
    2806	 0.899999833E-03	-0.238418579E-09	 0.999999940E-03	-0.177865884E-05
    2817	 0.899999833E-03	 0.299999785E-03	 0.999999940E-03	-0.173838313E-05
    2828	 0.899999833E-03	 0.599999809E-03	 0.999999940E-03	-0.161756502E-05
    2839	 0.899999833E-03	 0.899999833E-03	 0.999999940E-03	-0.141616155E-05
    2850	 0.899999833E-03	 0.119999986E-02	 0.999999940E-03	-0.113419662E-05
    2861	 0.899999833E-03	 0.149999988E-02	 0.999999940E-03	-0.771480325E-06
    2872	 0.899999833E-03	 0.179999990E-02	 0.999999940E-03	-0.328611196E-06
    2883	 0.899999833E-03	 0.209999993E-02	 0.999999940E-03	 0.191793549E-06
    2894	 0.899999833E-03	 0.239999995E-02	 0.999999940E-03	 0.786630369E-06
    2905	 0.899999833E-03	 0.269999998E-02	 0.999999940E-03	 0.148849557E-05
    2916	 0.899999833E-03	 0.300000000E-02	 0.999999940E-03	 0.230838752E-05
    3026	 0.119999986E-02	-0.300000262E-03	 0.999999940E-03	-0.145645790E-05
    3037	 0.119999986E-02	-0.238418579E-09	 0.999999940E-03	-0.149673232E-05
    3048	 0.119999986E-02	 0.299999785E-03	 0.999999940E-03	-0.145645790E-05
    3059	 0.119999986E-02	 0.599999809E-03	 0.999999940E-03	-0.133562425E-05
    3070	 0.119999986E-02	 0.899999833E-03	 0.999999940E-03	-0.113419662E-05
    3081	 0.119999986E-02	 0.119999986E-02	 0.999999940E-03	-0.852009206E-06
    3092	 0.119999986E-02	 0.149999988E-02	 0.999999940E-03	-0.489343774E-06
    3103	 0.119999986E-02	 0.179999990E-02	 0.999999940E-03	-0.472446766E-07
    3114	 0.119999986E-02	 0.209999993E-02	 0.999999940E-03	 0.470241281E-06
    3125	 0.119999986E-02	 0.239999995E-02	 0.999999940E-03	 0.106640334E-05
    3136	 0.119999986E-02	 0.269999998E-02	 0.999999940E-03	 0.179168596E-05
    3257	 0.149999988E-02	-0.300000262E-03	 0.999999940E-03	-0.109382342E-05
    3268	 0.149999988E-02	-0.238418579E-09	 0.999999940E-03	-0.113410811E-05
    3279	 0.149999988E-02	 0.299999785E-03	 0.999999940E-03	-0.109382342E-05
    3290	 0.149999988E-02	 0.599999809E-03	 0.999999940E-03	-0.972936261E-06
    3301	 0.149999988E-02	 0.899999833E-03	 0.999999940E-03	-0.771480325E-06
    3312	 0.149999988E-02	 0.119999986E-02	 0.999999940E-03	-0.489343774E-06
    3323	 0.149999988E-02	 0.149999988E-02	 0.999999940E-03	-0.127299404E-06
    3334	 0.149999988E-02	 0.179999990E-02	 0.999999940E-03	 0.313150457E-06
    3345	 0.149999988E-02	 0.209999993E-02	 0.999999940E-03	 0.827209982E-06
    3356	 0.149999988E-02	 0.239999995E-02	 0.999999940E-03	 0.144975079E-05
    3367	 0.149999988E-02	 0.269999998E-02	 0.999999940E-03	 0.219110952E-05
    3477	 0.179999990E-02	-0.300000262E-03	 0.999999940E-03	-0.650458654E-06
    3488	 0.179999990E-02	-0.238418579E-09	 0.999999940E-03	-0.690685025E-06
    3499	 0.179999990E-02	 0.299999785E-03	 0.999999940E-03	-0.650458654E-06
    3510	 0.179999990E-02	 0.599999809E-03	 0.999999940E-03	-0.529793121E-06
    3521	 0.179999990E-02	 0.899999833E-03	 0.999999940E-03	-0.328611196E-06
    3532	 0.179999990E-02	 0.119999986E-02	 0.999999940E-03	-0.472446766E-07
    3543	 0.179999990E-02	 0.149999988E-02	 0.999999940E-03	 0.313150457E-06
    3554	 0.179999990E-02	 0.179999990E-02	 0.999999940E-03	 0.747644506E-06
    3565	 0.179999990E-02	 0.209999993E-02	 0.999999940E-03	 0.126349970E-05
    3576	 0.179999990E-02	 0.239999995E-02	 0.999999940E-03	 0.191215293E-05
    3675	 0.209999993E-02	-0.300000262E-03	 0.999999940E-03	-0.126973421E-06
    3686	 0.209999993E-02	-0.238418579E-09	 0.999999940E-03	-0.167115226E-06
    3697	 0.209999993E-02	 0.299999785E-03	 0.999999940E-03	-0.126973421E-06
    3708	 0.209999993E-02	 0.599999809E-03	 0.999999940E-03	-0.712214689E-08
    3719	 0.209999993E-02	 0.899999833E-03	 0.999999940E-03	 0.191793549E-06
    3730	 0.209999993E-02	 0.119999986E-02	 0.999999940E-03	 0.470241281E-06
    3741	 0.209999993E-02	 0.149999988E-02	 0.999999940E-03	 0.827209981E-06
    3752	 0.209999993E-02	 0.179999990E-02	 0.999999940E-03	 0.126349970E-05
    3763	 0.209999993E-02	 0.209999993E-02	 0.999999940E-03	 0.181007725E-05
    3774	 0.209999993E-02	 0.239999995E-02	 0.999999940E-03	 0.247445828E-05
    3862	 0.239999995E-02	-0.300000262E-03	 0.999999940E-03	 0.469603867E-06
    3873	 0.239999995E-02	-0.238418579E-09	 0.999999940E-03	 0.430007023E-06
    3884	 0.239999995E-02	 0.299999785E-03	 0.999999940E-03	 0.469603866E-06
    3895	 0.239999995E-02	 0.599999809E-03	 0.999999940E-03	 0.589285339E-06
    3906	 0.239999995E-02	 0.899999833E-03	 0.999999940E-03	 0.786630369E-06
    3917	 0.239999995E-02	 0.119999986E-02	 0.999999940E-03	 0.106640334E-05
    3928	 0.239999995E-02	 0.149999988E-02	 0.999999940E-03	 0.144975079E-05
    3939	 0.239999995E-02	 0.179999990E-02	 0.999999940E-03	 0.191215293E-05
    3950	 0.239999995E-02	 0.209999993E-02	 0.999999940E-03	 0.247445828E-05
    4027	 0.269999998E-02	-0.300000262E-03	 0.999999940E-03	 0.114656193E-05
    4038	 0.269999998E-02	-0.238418579E-09	 0.999999940E-03	 0.110886998E-05
    4049	 0.269999998E-02	 0.299999785E-03	 0.999999940E-03	 0.114656193E-05
    4060	 0.269999998E-02	 0.599999809E-03	 0.999999940E-03	 0.126641769E-05
    4071	 0.269999998E-02	 0.899999833E-03	 0.999999940E-03	 0.148849557E-05
    4082	 0.269999998E-02	 0.119999986E-02	 0.999999940E-03	 0.179168596E-05
    4093	 0.269999998E-02	 0.149999988E-02	 0.999999940E-03	 0.219110952E-05
    4159	 0.300000000E-02	-0.300000262E-03	 0.999999940E-03	 0.195921002E-05
    4170	 0.300000000E-02	-0.238418579E-09	 0.999999940E-03	 0.192152535E-05
    4181	 0.300000000E-02	 0.299999785E-03	 0.999999940E-03	 0.195921002E-05
    4192	 0.300000000E-02	 0.599999809E-03	 0.999999940E-03	 0.207522664E-05
    4203	 0.300000000E-02	 0.899999833E-03	 0.999999940E-03	 0.230838752E-05
       6	-0.270000045E-02	-0.150000036E-02	 0.129999995E-02	 0.803551452E-06
     244	-0.270000045E-02	-0.180000038E-02	 0.129999995E-02	 0.990836434E-06
     243	-0.270000045E-02	-0.180000038E-02	 0.999999940E-03	-0.130056560E-05
     248	-0.240000043E-02	-0.150000036E-02	 0.129999995E-02	 0.494222232E-06
     246	-0.240000043E-02	-0.180000038E-02	 0.129999995E-02	 0.681412750E-06
     411	-0.240000043E-02	-0.210000040E-02	 0.129999995E-02	 0.910233944E-06
     409	-0.240000043E-02	-0.240000043E-02	 0.129999995E-02	 0.118130959E-05
     408	-0.240000043E-02	-0.240000043E-02	 0.999999940E-03	-0.157116057E-05
     415	-0.210000040E-02	-0.210000040E-02	 0.129999995E-02	 0.635232902E-06
     413	-0.210000040E-02	-0.240000043E-02	 0.129999995E-02	 0.910233945E-06
     453	-0.210000040E-02	-0.180000038E-02	 0.129999995E-02	 0.412081638E-06
     464	-0.210000040E-02	-0.150000036E-02	 0.129999995E-02	 0.241874718E-06
     642	-0.180000038E-02	-0.210000040E-02	 0.129999995E-02	 0.412081639E-06
     640	-0.180000038E-02	-0.240000043E-02	 0.129999995E-02	 0.681412751E-06
     662	-0.180000038E-02	-0.180000038E-02	 0.129999995E-02	 0.209319207E-06
     673	-0.180000038E-02	-0.150000036E-02	 0.129999995E-02	 0.441772559E-07
     827	-0.180000038E-02	-0.270000045E-02	 0.129999995E-02	 0.990836436E-06
     826	-0.180000038E-02	-0.270000045E-02	 0.999999940E-03	-0.130056560E-05
     831	-0.150000036E-02	-0.240000043E-02	 0.129999995E-02	 0.494222234E-06
     829	-0.150000036E-02	-0.270000045E-02	 0.129999995E-02	 0.803551456E-06
     860	-0.150000036E-02	-0.210000040E-02	 0.129999995E-02	 0.241874720E-06
     871	-0.150000036E-02	-0.180000038E-02	 0.129999995E-02	 0.441772567E-07
     882	-0.150000036E-02	-0.150000036E-02	 0.129999995E-02	-0.120228358E-06
    1058	-0.150000036E-02	-0.300000048E-02	 0.129999995E-02	 0.113856396E-05
    1057	-0.150000036E-02	-0.300000048E-02	 0.999999940E-03	 0.520448732E-06
    1062	-0.120000033E-02	-0.270000045E-02	 0.129999995E-02	 0.642119623E-06
    1060	-0.120000033E-02	-0.300000048E-02	 0.129999995E-02	 0.984979037E-06
    1059	-0.120000033E-02	-0.300000048E-02	 0.999999940E-03	-0.778609085E-06
    1091	-0.120000033E-02	-0.240000043E-02	 0.129999995E-02	 0.340290558E-06
    1102	-0.120000033E-02	-0.210000040E-02	 0.129999995E-02	 0.105609906E-06
    1113	-0.120000033E-02	-0.180000038E-02	 0.129999995E-02	-0.901401699E-07
    1124	-0.120000033E-02	-0.150000036E-02	 0.129999995E-02	-0.255747572E-06
    1313	-0.900000310E-03	-0.270000045E-02	 0.129999995E-02	 0.510343901E-06
    1311	-0.900000310E-03	-0.300000048E-02	 0.129999995E-02	 0.847327592E-06
    1333	-0.900000310E-03	-0.240000043E-02	 0.129999995E-02	 0.228615291E-06
    1344	-0.900000310E-03	-0.210000040E-02	 0.129999995E-02	-0.715527394E-10
    1355	-0.900000310E-03	-0.180000038E-02	 0.129999995E-02	-0.195249172E-06
    1366	-0.900000310E-03	-0.150000036E-02	 0.129999995E-02	-0.361711561E-06
    1135	-0.120000033E-02	-0.120000033E-02	 0.129999995E-02	-0.392095200E-06
    1377	-0.900000310E-03	-0.120000033E-02	 0.129999995E-02	-0.498897917E-06
    1544	-0.600000286E-03	-0.270000045E-02	 0.129999995E-02	 0.415854060E-06
    1542	-0.600000286E-03	-0.300000048E-02	 0.129999995E-02	 0.748456618E-06
    1564	-0.600000286E-03	-0.240000043E-02	 0.129999995E-02	 0.150744124E-06
    1575	-0.600000286E-03	-0.210000040E-02	 0.129999995E-02	-0.747937099E-07
    1586	-0.600000286E-03	-0.180000038E-02	 0.129999995E-02	-0.270723324E-06
    1597	-0.600000286E-03	-0.150000036E-02	 0.129999995E-02	-0.437734263E-06
    1608	-0.600000286E-03	-0.120000033E-02	 0.129999995E-02	-0.575385705E-06
    1388	-0.900000310E-03	-0.900000310E-03	 0.129999995E-02	-0.606068726E-06
    1619	-0.600000286E-03	-0.900000310E-03	 0.129999995E-02	-0.682750776E-06
    1775	-0.300000262E-03	-0.270000045E-02	 0.129999995E-02	 0.368002496E-06
    1773	-0.300000262E-03	-0.300000048E-02	 0.129999995E-02	 0.700507306E-06
    1795	-0.300000262E-03	-0.240000043E-02	 0.129999995E-02	 0.104047268E-06
    1806	-0.300000262E-03	-0.210000040E-02	 0.129999995E-02	-0.119856589E-06
    1817	-0.300000262E-03	-0.180000038E-02	 0.129999995E-02	-0.316001725E-06
    1828	-0.300000262E-03	-0.150000036E-02	 0.129999995E-02	-0.483449987E-06
    1839	-0.300000262E-03	-0.120000033E-02	 0.129999995E-02	-0.621324442E-06
    1850	-0.300000262E-03	-0.900000310E-03	 0.129999995E-02	-0.728773995E-06
    2006	-0.238418579E-09	-0.270000045E-02	 0.129999995E-02	 0.353632822E-06
    2004	-0.238418579E-09	-0.300000048E-02	 0.129999995E-02	 0.686212706E-06
    2026	-0.238418579E-09	-0.240000043E-02	 0.129999995E-02	 0.889656307E-07
    2037	-0.238418579E-09	-0.210000040E-02	 0.129999995E-02	-0.134992280E-06
    2048	-0.238418579E-09	-0.180000038E-02	 0.129999995E-02	-0.331114039E-06
    2059	-0.238418579E-09	-0.150000036E-02	 0.129999995E-02	-0.498692447E-06
    2070	-0.238418579E-09	-0.120000033E-02	 0.129999995E-02	-0.636641274E-06
    2081	-0.238418579E-09	-0.900000310E-03	 0.129999995E-02	-0.744113745E-06
    1861	-0.300000262E-03	-0.600000286E-03	 0.129999995E-02	-0.805544623E-06
    2092	-0.238418579E-09	-0.600000286E-03	 0.129999995E-02	-0.820889408E-06
    2237	 0.299999785E-03	-0.270000045E-02	 0.129999995E-02	 0.368002498E-06
    2235	 0.299999785E-03	-0.300000048E-02	 0.129999995E-02	 0.700507307E-06
    2257	 0.299999785E-03	-0.240000043E-02	 0.129999995E-02	 0.104047269E-06
    2268	 0.299999785E-03	-0.210000040E-02	 0.129999995E-02	-0.119856588E-06
    2279	 0.299999785E-03	-0.180000038E-02	 0.129999995E-02	-0.316001723E-06
    2290	 0.299999785E-03	-0.150000036E-02	 0.129999995E-02	-0.483449986E-06
    2301	 0.299999785E-03	-0.120000033E-02	 0.129999995E-02	-0.621324441E-06
    2312	 0.299999785E-03	-0.900000310E-03	 0.129999995E-02	-0.728773994E-06
    2323	 0.299999785E-03	-0.600000286E-03	 0.129999995E-02	-0.805544622E-06
    2468	 0.599999809E-03	-0.270000045E-02	 0.129999995E-02	 0.415854063E-06
    2466	 0.599999809E-03	-0.300000048E-02	 0.129999995E-02	 0.748456621E-06
    2488	 0.599999809E-03	-0.240000043E-02	 0.129999995E-02	 0.150744126E-06
    2499	 0.599999809E-03	-0.210000040E-02	 0.129999995E-02	-0.747937074E-07
    2510	 0.599999809E-03	-0.180000038E-02	 0.129999995E-02	-0.270723321E-06
    2521	 0.599999809E-03	-0.150000036E-02	 0.129999995E-02	-0.437734260E-06
    2532	 0.599999809E-03	-0.120000033E-02	 0.129999995E-02	-0.575385702E-06
    2543	 0.599999809E-03	-0.900000310E-03	 0.129999995E-02	-0.682750774E-06
    2554	 0.599999809E-03	-0.600000286E-03	 0.129999995E-02	-0.759500226E-06
    2699	 0.899999833E-03	-0.270000045E-02	 0.129999995E-02	 0.510343904E-06
    2697	 0.899999833E-03	-0.300000048E-02	 0.129999995E-02	 0.847327596E-06
    2719	 0.899999833E-03	-0.240000043E-02	 0.129999995E-02	 0.228615294E-06
    2730	 0.899999833E-03	-0.210000040E-02	 0.129999995E-02	-0.715490243E-10
    2741	 0.899999833E-03	-0.180000038E-02	 0.129999995E-02	-0.195249168E-06
    2752	 0.899999833E-03	-0.150000036E-02	 0.129999995E-02	-0.361711558E-06
    2763	 0.899999833E-03	-0.120000033E-02	 0.129999995E-02	-0.498897913E-06
    2774	 0.899999833E-03	-0.900000310E-03	 0.129999995E-02	-0.606068722E-06
    2785	 0.899999833E-03	-0.600000286E-03	 0.129999995E-02	-0.682750773E-06
    2930	 0.119999986E-02	-0.270000045E-02	 0.129999995E-02	 0.642119628E-06
    2928	 0.119999986E-02	-0.300000048E-02	 0.129999995E-02	 0.984979042E-06
    2927	 0.119999986E-02	-0.300000048E-02	 0.999999940E-03	-0.778609078E-06
    2950	 0.119999986E-02	-0.240000043E-02	 0.129999995E-02	 0.340290563E-06
    2961	 0.119999986E-02	-0.210000040E-02	 0.129999995E-02	 0.105609911E-06
    2972	 0.119999986E-02	-0.180000038E-02	 0.129999995E-02	-0.901401650E-07
    2983	 0.119999986E-02	-0.150000036E-02	 0.129999995E-02	-0.255747567E-06
    2994	 0.119999986E-02	-0.120000033E-02	 0.129999995E-02	-0.392095195E-06
    3005	 0.119999986E-02	-0.900000310E-03	 0.129999995E-02	-0.498897913E-06
    3016	 0.119999986E-02	-0.600000286E-03	 0.129999995E-02	-0.575385701E-06
    3161	 0.149999988E-02	-0.270000045E-02	 0.129999995E-02	 0.803551462E-06
    3159	 0.149999988E-02	-0.300000048E-02	 0.129999995E-02	 0.113856396E-05
    3158	 0.149999988E-02	-0.300000048E-02	 0.999999940E-03	 0.520448734E-06
    3181	 0.149999988E-02	-0.240000043E-02	 0.129999995E-02	 0.494222240E-06
    3192	 0.149999988E-02	-0.210000040E-02	 0.129999995E-02	 0.241874726E-06
    3203	 0.149999988E-02	-0.180000038E-02	 0.129999995E-02	 0.441772628E-07
    3214	 0.149999988E-02	-0.150000036E-02	 0.129999995E-02	-0.120228352E-06
    3225	 0.149999988E-02	-0.120000033E-02	 0.129999995E-02	-0.255747567E-06
    3236	 0.149999988E-02	-0.900000310E-03	 0.129999995E-02	-0.361711557E-06
    3247	 0.149999988E-02	-0.600000286E-03	 0.129999995E-02	-0.437734259E-06
    3392	 0.179999990E-02	-0.240000043E-02	 0.129999995E-02	 0.681412759E-06
    3390	 0.179999990E-02	-0.270000045E-02	 0.129999995E-02	 0.990836444E-06
    3389	 0.179999990E-02	-0.270000045E-02	 0.999999940E-03	-0.130056560E-05
    3412	 0.179999990E-02	-0.210000040E-02	 0.129999995E-02	 0.412081647E-06
    3423	 0.179999990E-02	-0.180000038E-02	 0.129999995E-02	 0.209319215E-06
    3434	 0.179999990E-02	-0.150000036E-02	 0.129999995E-02	 0.441772638E-07
    3445	 0.179999990E-02	-0.120000033E-02	 0.129999995E-02	-0.901401635E-07
    3456	 0.179999990E-02	-0.900000310E-03	 0.129999995E-02	-0.195249166E-06
    3467	 0.179999990E-02	-0.600000286E-03	 0.129999995E-02	-0.270723319E-06
    3601	 0.209999993E-02	-0.210000040E-02	 0.129999995E-02	 0.635232911E-06
    3599	 0.209999993E-02	-0.240000043E-02	 0.129999995E-02	 0.910233953E-06
    3621	 0.209999993E-02	-0.180000038E-02	 0.129999995E-02	 0.412081647E-06
    3632	 0.209999993E-02	-0.150000036E-02	 0.129999995E-02	 0.241874727E-06
    3643	 0.209999993E-02	-0.120000033E-02	 0.129999995E-02	 0.105609912E-06
    3654	 0.209999993E-02	-0.900000310E-03	 0.129999995E-02	-0.715473864E-10
    3665	 0.209999993E-02	-0.600000286E-03	 0.129999995E-02	-0.747937053E-07
    3788	 0.239999995E-02	-0.210000040E-02	 0.129999995E-02	 0.910233954E-06
    3786	 0.239999995E-02	-0.240000043E-02	 0.129999995E-02	 0.118130960E-05
    3785	 0.239999995E-02	-0.240000043E-02	 0.999999940E-03	-0.157116056E-05
    3808	 0.239999995E-02	-0.180000038E-02	 0.129999995E-02	 0.681412759E-06
    3819	 0.239999995E-02	-0.150000036E-02	 0.129999995E-02	 0.494222241E-06
    3830	 0.239999995E-02	-0.120000033E-02	 0.129999995E-02	 0.340290565E-06
    3841	 0.239999995E-02	-0.900000310E-03	 0.129999995E-02	 0.228615296E-06
    3852	 0.239999995E-02	-0.600000286E-03	 0.129999995E-02	 0.150744129E-06
    3975	 0.269999998E-02	-0.150000036E-02	 0.129999995E-02	 0.803551463E-06
    3973	 0.269999998E-02	-0.180000038E-02	 0.129999995E-02	 0.990836445E-06
    3972	 0.269999998E-02	-0.180000038E-02	 0.999999940E-03	-0.130056559E-05
    3995	 0.269999998E-02	-0.120000033E-02	 0.129999995E-02	 0.642119630E-06
    4006	 0.269999998E-02	-0.900000310E-03	 0.129999995E-02	 0.510343907E-06
    4017	 0.269999998E-02	-0.600000286E-03	 0.129999995E-02	 0.415854066E-06
    4118	 0.300000000E-02	-0.120000033E-02	 0.129999995E-02	 0.984979044E-06
    4116	 0.300000000E-02	-0.150000036E-02	 0.129999995E-02	 0.113856396E-05
    4115	 0.300000000E-02	-0.150000036E-02	 0.999999940E-03	 0.520448739E-06
    4117	 0.300000000E-02	-0.120000033E-02	 0.999999940E-03	-0.778609077E-06
    4138	 0.300000000E-02	-0.900000310E-03	 0.129999995E-02	 0.847327599E-06
    4149	 0.300000000E-02	-0.600000286E-03	 0.129999995E-02	 0.748456624E-06
       4	-0.300000048E-02	-0.120000033E-02	 0.129999995E-02	 0.984979032E-06
       2	-0.300000048E-02	-0.150000036E-02	 0.129999995E-02	 0.113856395E-05
       1	-0.300000048E-02	-0.150000036E-02	 0.999999940E-03	 0.520448728E-06
       3	-0.300000048E-02	-0.120000033E-02	 0.999999940E-03	-0.778609090E-06
       8	-0.270000045E-02	-0.120000033E-02	 0.129999995E-02	 0.642119619E-06
     277	-0.240000043E-02	-0.120000033E-02	 0.129999995E-02	 0.340290555E-06
     475	-0.210000040E-02	-0.120000033E-02	 0.129999995E-02	 0.105609904E-06
     684	-0.180000038E-02	-0.120000033E-02	 0.129999995E-02	-0.901401714E-07
     893	-0.150000036E-02	-0.120000033E-02	 0.129999995E-02	-0.255747573E-06
      46	-0.300000048E-02	-0.900000310E-03	 0.129999995E-02	 0.847327587E-06
      48	-0.270000045E-02	-0.900000310E-03	 0.129999995E-02	 0.510343896E-06
     288	-0.240000043E-02	-0.900000310E-03	 0.129999995E-02	 0.228615287E-06
