AM High Strain File
ANSYS 2025 R1          BUILD 25.1        UP20250123    WINDOWS x64 
04/04/2026      11:20:42
Title: --Static Structural
Node Number	X Coordinate	Y Coordinate	Z Coordinate	High Strain Value
     766	-0.180000038E-02	 0.899999833E-03	 0.279999998E-02	 0.172525149E-04
     975	-0.150000036E-02	 0.899999833E-03	 0.279999998E-02	 0.181846744E-04
    1217	-0.120000033E-02	 0.899999833E-03	 0.279999998E-02	 0.188227323E-04
    1459	-0.900000310E-03	 0.899999833E-03	 0.279999998E-02	 0.192180237E-04
    1690	-0.600000286E-03	 0.899999833E-03	 0.279999998E-02	 0.194515111E-04
     191	-0.300000048E-02	 0.899999833E-03	 0.309999998E-02	 0.213667454E-04
     192	-0.270000045E-02	 0.899999833E-03	 0.309999998E-02	 0.133828196E-04
     360	-0.240000043E-02	 0.899999833E-03	 0.309999998E-02	 0.157664197E-04
     558	-0.210000040E-02	 0.899999833E-03	 0.309999998E-02	 0.150722575E-04
     767	-0.180000038E-02	 0.899999833E-03	 0.309999998E-02	 0.133273535E-04
     976	-0.150000036E-02	 0.899999833E-03	 0.309999998E-02	 0.140972735E-04
    1218	-0.120000033E-02	 0.899999833E-03	 0.309999998E-02	 0.146444171E-04
    1460	-0.900000310E-03	 0.899999833E-03	 0.309999998E-02	 0.149977298E-04
    1691	-0.600000286E-03	 0.899999833E-03	 0.309999998E-02	 0.152134487E-04
     193	-0.300000048E-02	 0.899999833E-03	 0.339999999E-02	 0.164350290E-04
     194	-0.270000045E-02	 0.899999833E-03	 0.339999999E-02	 0.102633616E-04
     361	-0.240000043E-02	 0.899999833E-03	 0.339999999E-02	 0.122655628E-04
     559	-0.210000040E-02	 0.899999833E-03	 0.339999999E-02	 0.110156665E-04
     768	-0.180000038E-02	 0.899999833E-03	 0.339999999E-02	 0.105983563E-04
     977	-0.150000036E-02	 0.899999833E-03	 0.339999999E-02	 0.112386009E-04
    1219	-0.120000033E-02	 0.899999833E-03	 0.339999999E-02	 0.117073762E-04
    1461	-0.900000310E-03	 0.899999833E-03	 0.339999999E-02	 0.120205278E-04
    1692	-0.600000286E-03	 0.899999833E-03	 0.339999999E-02	 0.122177575E-04
     195	-0.300000048E-02	 0.899999833E-03	 0.369999999E-02	 0.124591722E-04
     196	-0.270000045E-02	 0.899999833E-03	 0.369999999E-02	 0.815289693E-05
     362	-0.240000043E-02	 0.899999833E-03	 0.369999999E-02	 0.815933092E-05
     560	-0.210000040E-02	 0.899999833E-03	 0.369999999E-02	 0.803861898E-05
     769	-0.180000038E-02	 0.899999833E-03	 0.369999999E-02	 0.862478471E-05
     978	-0.150000036E-02	 0.899999833E-03	 0.369999999E-02	 0.916135002E-05
    1220	-0.120000033E-02	 0.899999833E-03	 0.369999999E-02	 0.956265227E-05
    1462	-0.900000310E-03	 0.899999833E-03	 0.369999999E-02	 0.983729716E-05
    1693	-0.600000286E-03	 0.899999833E-03	 0.369999999E-02	 0.100141558E-04
     197	-0.300000048E-02	 0.899999833E-03	 0.400000000E-02	 0.997354056E-05
     198	-0.270000045E-02	 0.899999833E-03	 0.400000000E-02	 0.665251951E-05
     363	-0.240000043E-02	 0.899999833E-03	 0.400000000E-02	 0.666246129E-05
     561	-0.210000040E-02	 0.899999833E-03	 0.400000000E-02	 0.655948718E-05
     770	-0.180000038E-02	 0.899999833E-03	 0.400000000E-02	 0.715069265E-05
     979	-0.150000036E-02	 0.899999833E-03	 0.400000000E-02	 0.760402655E-05
    1221	-0.120000033E-02	 0.899999833E-03	 0.400000000E-02	 0.794790686E-05
    1463	-0.900000310E-03	 0.899999833E-03	 0.400000000E-02	 0.818706344E-05
    1694	-0.600000286E-03	 0.899999833E-03	 0.400000000E-02	 0.834336870E-05
   13424	-0.270000045E-02	 0.119999986E-02	 0.399999928E-03	 0.649746695E-02
   13387	-0.240000043E-02	 0.119999986E-02	 0.399999928E-03	 0.320092739E-02
   13426	-0.270000045E-02	 0.119999986E-02	 0.999999225E-04	 0.173754788E-02
   13388	-0.240000043E-02	 0.119999986E-02	 0.999999225E-04	 0.156133579E-02
   13339	-0.210000040E-02	 0.119999986E-02	 0.399999928E-03	 0.231594982E-02
   13340	-0.210000040E-02	 0.119999986E-02	 0.999999225E-04	 0.156562113E-02
   13288	-0.180000038E-02	 0.119999986E-02	 0.399999928E-03	 0.230329126E-02
   13289	-0.180000038E-02	 0.119999986E-02	 0.999999225E-04	 0.156477757E-02
   13234	-0.150000036E-02	 0.119999986E-02	 0.399999928E-03	 0.227245138E-02
   13235	-0.150000036E-02	 0.119999986E-02	 0.999999225E-04	 0.156495147E-02
   13177	-0.120000033E-02	 0.119999986E-02	 0.399999928E-03	 0.228016397E-02
   13178	-0.120000033E-02	 0.119999986E-02	 0.999999225E-04	 0.156573808E-02
   13117	-0.900000310E-03	 0.119999986E-02	 0.399999928E-03	 0.227331023E-02
   13118	-0.900000310E-03	 0.119999986E-02	 0.999999225E-04	 0.156623064E-02
   13054	-0.600000286E-03	 0.119999986E-02	 0.399999928E-03	 0.227236366E-02
   13055	-0.600000286E-03	 0.119999986E-02	 0.999999225E-04	 0.156658626E-02
   13422	-0.270000045E-02	 0.119999986E-02	 0.699999934E-03	 0.809012761E-02
   13386	-0.240000043E-02	 0.119999986E-02	 0.699999934E-03	 0.396602266E-02
   13338	-0.210000040E-02	 0.119999986E-02	 0.699999934E-03	 0.404676956E-02
   13287	-0.180000038E-02	 0.119999986E-02	 0.699999934E-03	 0.395260758E-02
   13233	-0.150000036E-02	 0.119999986E-02	 0.699999934E-03	 0.404356269E-02
   13176	-0.120000033E-02	 0.119999986E-02	 0.699999934E-03	 0.408517211E-02
   13116	-0.900000310E-03	 0.119999986E-02	 0.699999934E-03	 0.410052927E-02
   13053	-0.600000286E-03	 0.119999986E-02	 0.699999934E-03	 0.410556847E-02
     201	-0.270000045E-02	 0.119999986E-02	 0.999999940E-03	 0.106668717E-02
     364	-0.240000043E-02	 0.119999986E-02	 0.999999940E-03	 0.776005359E-03
     562	-0.210000040E-02	 0.119999986E-02	 0.999999940E-03	 0.807789407E-03
     771	-0.180000038E-02	 0.119999986E-02	 0.999999940E-03	 0.801397273E-03
     980	-0.150000036E-02	 0.119999986E-02	 0.999999940E-03	 0.822797676E-03
    1222	-0.120000033E-02	 0.119999986E-02	 0.999999940E-03	 0.834230791E-03
    1464	-0.900000310E-03	 0.119999986E-02	 0.999999940E-03	 0.839836453E-03
    1695	-0.600000286E-03	 0.119999986E-02	 0.999999940E-03	 0.842396197E-03
     200	-0.300000048E-02	 0.119999986E-02	 0.129999995E-02	 0.251011420E-03
     199	-0.300000048E-02	 0.119999986E-02	 0.999999940E-03	 0.215780663E-03
     202	-0.270000045E-02	 0.119999986E-02	 0.129999995E-02	 0.333190855E-03
     365	-0.240000043E-02	 0.119999986E-02	 0.129999995E-02	 0.270134474E-03
     563	-0.210000040E-02	 0.119999986E-02	 0.129999995E-02	 0.264115274E-03
     772	-0.180000038E-02	 0.119999986E-02	 0.129999995E-02	 0.266543295E-03
     981	-0.150000036E-02	 0.119999986E-02	 0.129999995E-02	 0.273075267E-03
    1223	-0.120000033E-02	 0.119999986E-02	 0.129999995E-02	 0.276934805E-03
    1465	-0.900000310E-03	 0.119999986E-02	 0.129999995E-02	 0.278572013E-03
    1696	-0.600000286E-03	 0.119999986E-02	 0.129999995E-02	 0.279431810E-03
     203	-0.300000048E-02	 0.119999986E-02	 0.159999995E-02	 0.291055867E-03
     204	-0.270000045E-02	 0.119999986E-02	 0.159999995E-02	 0.201256769E-03
     366	-0.240000043E-02	 0.119999986E-02	 0.159999995E-02	 0.224061514E-03
     564	-0.210000040E-02	 0.119999986E-02	 0.159999995E-02	 0.221067802E-03
     773	-0.180000038E-02	 0.119999986E-02	 0.159999995E-02	 0.222927926E-03
     982	-0.150000036E-02	 0.119999986E-02	 0.159999995E-02	 0.224279283E-03
    1224	-0.120000033E-02	 0.119999986E-02	 0.159999995E-02	 0.224942853E-03
    1466	-0.900000310E-03	 0.119999986E-02	 0.159999995E-02	 0.225563153E-03
    1697	-0.600000286E-03	 0.119999986E-02	 0.159999995E-02	 0.225923832E-03
     205	-0.300000048E-02	 0.119999986E-02	 0.189999996E-02	 0.134543937E-03
     206	-0.270000045E-02	 0.119999986E-02	 0.189999996E-02	 0.807213731E-04
     367	-0.240000043E-02	 0.119999986E-02	 0.189999996E-02	 0.882900470E-04
     565	-0.210000040E-02	 0.119999986E-02	 0.189999996E-02	 0.867824434E-04
     774	-0.180000038E-02	 0.119999986E-02	 0.189999996E-02	 0.859942371E-04
     983	-0.150000036E-02	 0.119999986E-02	 0.189999996E-02	 0.848074159E-04
    1225	-0.120000033E-02	 0.119999986E-02	 0.189999996E-02	 0.836872405E-04
    1467	-0.900000310E-03	 0.119999986E-02	 0.189999996E-02	 0.830435561E-04
    1698	-0.600000286E-03	 0.119999986E-02	 0.189999996E-02	 0.827183158E-04
     207	-0.300000048E-02	 0.119999986E-02	 0.219999996E-02	 0.761057534E-04
     208	-0.270000045E-02	 0.119999986E-02	 0.219999996E-02	 0.432058812E-04
     368	-0.240000043E-02	 0.119999986E-02	 0.219999996E-02	 0.457757190E-04
     566	-0.210000040E-02	 0.119999986E-02	 0.219999996E-02	 0.448396916E-04
     775	-0.180000038E-02	 0.119999986E-02	 0.219999996E-02	 0.441587462E-04
     984	-0.150000036E-02	 0.119999986E-02	 0.219999996E-02	 0.431664737E-04
    1226	-0.120000033E-02	 0.119999986E-02	 0.219999996E-02	 0.421491611E-04
    1468	-0.900000310E-03	 0.119999986E-02	 0.219999996E-02	 0.414910360E-04
    1699	-0.600000286E-03	 0.119999986E-02	 0.219999996E-02	 0.410814912E-04
     209	-0.300000048E-02	 0.119999986E-02	 0.249999997E-02	 0.486709964E-04
     210	-0.270000045E-02	 0.119999986E-02	 0.249999997E-02	 0.270852374E-04
     369	-0.240000043E-02	 0.119999986E-02	 0.249999997E-02	 0.281433148E-04
     567	-0.210000040E-02	 0.119999986E-02	 0.249999997E-02	 0.273032264E-04
     776	-0.180000038E-02	 0.119999986E-02	 0.249999997E-02	 0.265103053E-04
     985	-0.150000036E-02	 0.119999986E-02	 0.249999997E-02	 0.256720005E-04
    1227	-0.120000033E-02	 0.119999986E-02	 0.249999997E-02	 0.248665395E-04
    1469	-0.900000310E-03	 0.119999986E-02	 0.249999997E-02	 0.250883890E-04
    1700	-0.600000286E-03	 0.119999986E-02	 0.249999997E-02	 0.254008049E-04
     211	-0.300000048E-02	 0.119999986E-02	 0.279999998E-02	 0.342298551E-04
     212	-0.270000045E-02	 0.119999986E-02	 0.279999998E-02	 0.186320497E-04
     370	-0.240000043E-02	 0.119999986E-02	 0.279999998E-02	 0.197143166E-04
     568	-0.210000040E-02	 0.119999986E-02	 0.279999998E-02	 0.191900350E-04
     777	-0.180000038E-02	 0.119999986E-02	 0.279999998E-02	 0.177020685E-04
     986	-0.150000036E-02	 0.119999986E-02	 0.279999998E-02	 0.177008161E-04
    1228	-0.120000033E-02	 0.119999986E-02	 0.279999998E-02	 0.183799820E-04
    1470	-0.900000310E-03	 0.119999986E-02	 0.279999998E-02	 0.188227323E-04
    1701	-0.600000286E-03	 0.119999986E-02	 0.279999998E-02	 0.190925292E-04
     213	-0.300000048E-02	 0.119999986E-02	 0.309999998E-02	 0.254795052E-04
     214	-0.270000045E-02	 0.119999986E-02	 0.309999998E-02	 0.136588489E-04
     371	-0.240000043E-02	 0.119999986E-02	 0.309999998E-02	 0.158117997E-04
     569	-0.210000040E-02	 0.119999986E-02	 0.309999998E-02	 0.156515216E-04
     778	-0.180000038E-02	 0.119999986E-02	 0.309999998E-02	 0.138198976E-04
     987	-0.150000036E-02	 0.119999986E-02	 0.309999998E-02	 0.136953120E-04
    1229	-0.120000033E-02	 0.119999986E-02	 0.309999998E-02	 0.142617948E-04
    1471	-0.900000310E-03	 0.119999986E-02	 0.309999998E-02	 0.146444171E-04
    1702	-0.600000286E-03	 0.119999986E-02	 0.309999998E-02	 0.148847177E-04
     215	-0.300000048E-02	 0.119999986E-02	 0.339999999E-02	 0.197836852E-04
     216	-0.270000045E-02	 0.119999986E-02	 0.339999999E-02	 0.104798361E-04
     372	-0.240000043E-02	 0.119999986E-02	 0.339999999E-02	 0.127261847E-04
     570	-0.210000040E-02	 0.119999986E-02	 0.339999999E-02	 0.116994873E-04
     779	-0.180000038E-02	 0.119999986E-02	 0.339999999E-02	 0.103054139E-04
     988	-0.150000036E-02	 0.119999986E-02	 0.339999999E-02	 0.109008892E-04
    1230	-0.120000033E-02	 0.119999986E-02	 0.339999999E-02	 0.113768899E-04
    1472	-0.900000310E-03	 0.119999986E-02	 0.339999999E-02	 0.117073762E-04
    1703	-0.600000286E-03	 0.119999986E-02	 0.339999999E-02	 0.119205108E-04
     217	-0.300000048E-02	 0.119999986E-02	 0.369999999E-02	 0.158511348E-04
     218	-0.270000045E-02	 0.119999986E-02	 0.369999999E-02	 0.832608374E-05
     373	-0.240000043E-02	 0.119999986E-02	 0.369999999E-02	 0.856917811E-05
     571	-0.210000040E-02	 0.119999986E-02	 0.369999999E-02	 0.824095775E-05
     780	-0.180000038E-02	 0.119999986E-02	 0.369999999E-02	 0.838177232E-05
     989	-0.150000036E-02	 0.119999986E-02	 0.369999999E-02	 0.887600156E-05
    1231	-0.120000033E-02	 0.119999986E-02	 0.369999999E-02	 0.927789256E-05
    1473	-0.900000310E-03	 0.119999986E-02	 0.369999999E-02	 0.956265227E-05
    1704	-0.600000286E-03	 0.119999986E-02	 0.369999999E-02	 0.974980955E-05
     219	-0.300000048E-02	 0.119999986E-02	 0.400000000E-02	 0.130101845E-04
     220	-0.270000045E-02	 0.119999986E-02	 0.400000000E-02	 0.679348262E-05
     374	-0.240000043E-02	 0.119999986E-02	 0.400000000E-02	 0.700193433E-05
     572	-0.210000040E-02	 0.119999986E-02	 0.400000000E-02	 0.673468177E-05
     781	-0.180000038E-02	 0.119999986E-02	 0.400000000E-02	 0.694650903E-05
     990	-0.150000036E-02	 0.119999986E-02	 0.400000000E-02	 0.736148336E-05
    1232	-0.120000033E-02	 0.119999986E-02	 0.400000000E-02	 0.770282203E-05
    1474	-0.900000310E-03	 0.119999986E-02	 0.400000000E-02	 0.794790686E-05
    1705	-0.600000286E-03	 0.119999986E-02	 0.400000000E-02	 0.811103726E-05
   13425	-0.270000045E-02	 0.149999988E-02	 0.399999928E-03	 0.799525346E-02
   13384	-0.240000043E-02	 0.149999988E-02	 0.399999928E-03	 0.404173259E-02
   13427	-0.270000045E-02	 0.149999988E-02	 0.999999225E-04	 0.243817330E-02
   13385	-0.240000043E-02	 0.149999988E-02	 0.999999225E-04	 0.168751405E-02
   13336	-0.210000040E-02	 0.149999988E-02	 0.399999928E-03	 0.260070959E-02
   13337	-0.210000040E-02	 0.149999988E-02	 0.999999225E-04	 0.156977510E-02
   13285	-0.180000038E-02	 0.149999988E-02	 0.399999928E-03	 0.234448568E-02
   13286	-0.180000038E-02	 0.149999988E-02	 0.999999225E-04	 0.156104619E-02
   13231	-0.150000036E-02	 0.149999988E-02	 0.399999928E-03	 0.229687016E-02
   13232	-0.150000036E-02	 0.149999988E-02	 0.999999225E-04	 0.156319390E-02
   13174	-0.120000033E-02	 0.149999988E-02	 0.399999928E-03	 0.227245138E-02
   13175	-0.120000033E-02	 0.149999988E-02	 0.999999225E-04	 0.156495147E-02
   13114	-0.900000310E-03	 0.149999988E-02	 0.399999928E-03	 0.227391322E-02
   13115	-0.900000310E-03	 0.149999988E-02	 0.999999225E-04	 0.156606356E-02
   13051	-0.600000286E-03	 0.149999988E-02	 0.399999928E-03	 0.227469489E-02
   13052	-0.600000286E-03	 0.149999988E-02	 0.999999225E-04	 0.156640381E-02
   13423	-0.270000045E-02	 0.149999988E-02	 0.699999934E-03	 0.987787787E-02
   13383	-0.240000043E-02	 0.149999988E-02	 0.699999934E-03	 0.711269025E-02
   13335	-0.210000040E-02	 0.149999988E-02	 0.699999934E-03	 0.403827931E-02
   13284	-0.180000038E-02	 0.149999988E-02	 0.699999934E-03	 0.386112761E-02
   13230	-0.150000036E-02	 0.149999988E-02	 0.699999934E-03	 0.398841905E-02
   13173	-0.120000033E-02	 0.149999988E-02	 0.699999934E-03	 0.404356269E-02
   13113	-0.900000310E-03	 0.149999988E-02	 0.699999934E-03	 0.407213124E-02
   13050	-0.600000286E-03	 0.149999988E-02	 0.699999934E-03	 0.408726385E-02
     223	-0.270000045E-02	 0.149999988E-02	 0.999999940E-03	 0.123454983E-02
     375	-0.240000043E-02	 0.149999988E-02	 0.999999940E-03	 0.121497588E-02
     573	-0.210000040E-02	 0.149999988E-02	 0.999999940E-03	 0.798886892E-03
     782	-0.180000038E-02	 0.149999988E-02	 0.999999940E-03	 0.779748508E-03
     991	-0.150000036E-02	 0.149999988E-02	 0.999999940E-03	 0.807634685E-03
    1233	-0.120000033E-02	 0.149999988E-02	 0.999999940E-03	 0.822797676E-03
    1475	-0.900000310E-03	 0.149999988E-02	 0.999999940E-03	 0.831669780E-03
    1706	-0.600000286E-03	 0.149999988E-02	 0.999999940E-03	 0.836595292E-03
     222	-0.300000048E-02	 0.149999988E-02	 0.129999995E-02	 0.290286649E-03
     221	-0.300000048E-02	 0.149999988E-02	 0.999999940E-03	 0.205886199E-03
     224	-0.270000045E-02	 0.149999988E-02	 0.129999995E-02	 0.299267118E-03
     376	-0.240000043E-02	 0.149999988E-02	 0.129999995E-02	 0.339593374E-03
     574	-0.210000040E-02	 0.149999988E-02	 0.129999995E-02	 0.268063520E-03
     783	-0.180000038E-02	 0.149999988E-02	 0.129999995E-02	 0.258576794E-03
     992	-0.150000036E-02	 0.149999988E-02	 0.129999995E-02	 0.269167935E-03
    1234	-0.120000033E-02	 0.149999988E-02	 0.129999995E-02	 0.273075267E-03
    1476	-0.900000310E-03	 0.149999988E-02	 0.129999995E-02	 0.276028407E-03
    1707	-0.600000286E-03	 0.149999988E-02	 0.129999995E-02	 0.277620734E-03
     225	-0.300000048E-02	 0.149999988E-02	 0.159999995E-02	 0.333724594E-03
     226	-0.270000045E-02	 0.149999988E-02	 0.159999995E-02	 0.304892899E-03
     377	-0.240000043E-02	 0.149999988E-02	 0.159999995E-02	 0.243846236E-03
     575	-0.210000040E-02	 0.149999988E-02	 0.159999995E-02	 0.224501150E-03
     784	-0.180000038E-02	 0.149999988E-02	 0.159999995E-02	 0.222217231E-03
     993	-0.150000036E-02	 0.149999988E-02	 0.159999995E-02	 0.223428976E-03
    1235	-0.120000033E-02	 0.149999988E-02	 0.159999995E-02	 0.224279283E-03
    1477	-0.900000310E-03	 0.149999988E-02	 0.159999995E-02	 0.224691168E-03
    1708	-0.600000286E-03	 0.149999988E-02	 0.159999995E-02	 0.224917740E-03
     227	-0.300000048E-02	 0.149999988E-02	 0.189999996E-02	 0.155261953E-03
     228	-0.270000045E-02	 0.149999988E-02	 0.189999996E-02	 0.126649949E-03
     378	-0.240000043E-02	 0.149999988E-02	 0.189999996E-02	 0.942216850E-04
     576	-0.210000040E-02	 0.149999988E-02	 0.189999996E-02	 0.876814493E-04
     785	-0.180000038E-02	 0.149999988E-02	 0.189999996E-02	 0.868561689E-04
     994	-0.150000036E-02	 0.149999988E-02	 0.189999996E-02	 0.858482687E-04
    1236	-0.120000033E-02	 0.149999988E-02	 0.189999996E-02	 0.848074159E-04
    1478	-0.900000310E-03	 0.149999988E-02	 0.189999996E-02	 0.838912549E-04
    1709	-0.600000286E-03	 0.149999988E-02	 0.189999996E-02	 0.833349854E-04
     229	-0.300000048E-02	 0.149999988E-02	 0.219999996E-02	 0.874168761E-04
     230	-0.270000045E-02	 0.149999988E-02	 0.219999996E-02	 0.690982562E-04
     379	-0.240000043E-02	 0.149999988E-02	 0.219999996E-02	 0.487883723E-04
     577	-0.210000040E-02	 0.149999988E-02	 0.219999996E-02	 0.451606484E-04
     786	-0.180000038E-02	 0.149999988E-02	 0.219999996E-02	 0.448030554E-04
     995	-0.150000036E-02	 0.149999988E-02	 0.219999996E-02	 0.440193218E-04
    1237	-0.120000033E-02	 0.149999988E-02	 0.219999996E-02	 0.431664737E-04
    1479	-0.900000310E-03	 0.149999988E-02	 0.219999996E-02	 0.423804072E-04
    1710	-0.600000286E-03	 0.149999988E-02	 0.219999996E-02	 0.418736547E-04
     231	-0.300000048E-02	 0.149999988E-02	 0.249999997E-02	 0.559181168E-04
     232	-0.270000045E-02	 0.149999988E-02	 0.249999997E-02	 0.432867743E-04
     380	-0.240000043E-02	 0.149999988E-02	 0.249999997E-02	 0.300006469E-04
     578	-0.210000040E-02	 0.149999988E-02	 0.249999997E-02	 0.275312850E-04
     787	-0.180000038E-02	 0.149999988E-02	 0.249999997E-02	 0.271407151E-04
     996	-0.150000036E-02	 0.149999988E-02	 0.249999997E-02	 0.263779493E-04
    1238	-0.120000033E-02	 0.149999988E-02	 0.249999997E-02	 0.256720005E-04
    1480	-0.900000310E-03	 0.149999988E-02	 0.249999997E-02	 0.250580556E-04
    1711	-0.600000286E-03	 0.149999988E-02	 0.249999997E-02	 0.247139744E-04
     233	-0.300000048E-02	 0.149999988E-02	 0.279999998E-02	 0.392448364E-04
     234	-0.270000045E-02	 0.149999988E-02	 0.279999998E-02	 0.298474892E-04
     381	-0.240000043E-02	 0.149999988E-02	 0.279999998E-02	 0.203824047E-04
     579	-0.210000040E-02	 0.149999988E-02	 0.279999998E-02	 0.192638647E-04
     788	-0.180000038E-02	 0.149999988E-02	 0.279999998E-02	 0.183237748E-04
     997	-0.150000036E-02	 0.149999988E-02	 0.279999998E-02	 0.175632455E-04
    1239	-0.120000033E-02	 0.149999988E-02	 0.279999998E-02	 0.177008161E-04
    1481	-0.900000310E-03	 0.149999988E-02	 0.279999998E-02	 0.181846744E-04
    1712	-0.600000286E-03	 0.149999988E-02	 0.279999998E-02	 0.184994572E-04
     235	-0.300000048E-02	 0.149999988E-02	 0.309999998E-02	 0.292213470E-04
     236	-0.270000045E-02	 0.149999988E-02	 0.309999998E-02	 0.218900712E-04
     382	-0.240000043E-02	 0.149999988E-02	 0.309999998E-02	 0.148417829E-04
     580	-0.210000040E-02	 0.149999988E-02	 0.309999998E-02	 0.155428056E-04
     789	-0.180000038E-02	 0.149999988E-02	 0.309999998E-02	 0.148746180E-04
     998	-0.150000036E-02	 0.149999988E-02	 0.309999998E-02	 0.134270159E-04
    1240	-0.120000033E-02	 0.149999988E-02	 0.309999998E-02	 0.136953120E-04
    1482	-0.900000310E-03	 0.149999988E-02	 0.309999998E-02	 0.140972735E-04
    1713	-0.600000286E-03	 0.149999988E-02	 0.309999998E-02	 0.143658284E-04
     237	-0.300000048E-02	 0.149999988E-02	 0.339999999E-02	 0.226810407E-04
     238	-0.270000045E-02	 0.149999988E-02	 0.339999999E-02	 0.168061870E-04
     383	-0.240000043E-02	 0.149999988E-02	 0.339999999E-02	 0.116286719E-04
     581	-0.210000040E-02	 0.149999988E-02	 0.339999999E-02	 0.121913106E-04
     790	-0.180000038E-02	 0.149999988E-02	 0.339999999E-02	 0.109857862E-04
     999	-0.150000036E-02	 0.149999988E-02	 0.339999999E-02	 0.104568236E-04
    1241	-0.120000033E-02	 0.149999988E-02	 0.339999999E-02	 0.109008892E-04
    1483	-0.900000310E-03	 0.149999988E-02	 0.339999999E-02	 0.112386009E-04
    1714	-0.600000286E-03	 0.149999988E-02	 0.339999999E-02	 0.114691473E-04
     239	-0.300000048E-02	 0.149999988E-02	 0.369999999E-02	 0.181724597E-04
     240	-0.270000045E-02	 0.149999988E-02	 0.369999999E-02	 0.133564777E-04
     384	-0.240000043E-02	 0.149999988E-02	 0.369999999E-02	 0.943154541E-05
     582	-0.210000040E-02	 0.149999988E-02	 0.369999999E-02	 0.849259745E-05
     791	-0.180000038E-02	 0.149999988E-02	 0.369999999E-02	 0.815813929E-05
    1000	-0.150000036E-02	 0.149999988E-02	 0.369999999E-02	 0.850729573E-05
    1242	-0.120000033E-02	 0.149999988E-02	 0.369999999E-02	 0.887600156E-05
    1484	-0.900000310E-03	 0.149999988E-02	 0.369999999E-02	 0.916135002E-05
    1715	-0.600000286E-03	 0.149999988E-02	 0.369999999E-02	 0.935920349E-05
     241	-0.300000048E-02	 0.149999988E-02	 0.400000000E-02	 0.149137772E-04
     242	-0.270000045E-02	 0.149999988E-02	 0.400000000E-02	 0.108989209E-04
     385	-0.240000043E-02	 0.149999988E-02	 0.400000000E-02	 0.780348852E-05
     583	-0.210000040E-02	 0.149999988E-02	 0.400000000E-02	 0.703552592E-05
     792	-0.180000038E-02	 0.149999988E-02	 0.400000000E-02	 0.676069906E-05
    1001	-0.150000036E-02	 0.149999988E-02	 0.400000000E-02	 0.705163993E-05
    1243	-0.120000033E-02	 0.149999988E-02	 0.400000000E-02	 0.736148336E-05
    1485	-0.900000310E-03	 0.149999988E-02	 0.400000000E-02	 0.760402655E-05
    1716	-0.600000286E-03	 0.149999988E-02	 0.400000000E-02	 0.777389431E-05
   13379	-0.240000043E-02	 0.179999990E-02	 0.399999928E-03	 0.641607401E-02
   13333	-0.210000040E-02	 0.179999990E-02	 0.399999928E-03	 0.324066875E-02
   13381	-0.240000043E-02	 0.179999990E-02	 0.999999225E-04	 0.173755112E-02
   13334	-0.210000040E-02	 0.179999990E-02	 0.999999225E-04	 0.155952351E-02
   13282	-0.180000038E-02	 0.179999990E-02	 0.399999928E-03	 0.234951176E-02
   13283	-0.180000038E-02	 0.179999990E-02	 0.999999225E-04	 0.155893498E-02
   13228	-0.150000036E-02	 0.179999990E-02	 0.399999928E-03	 0.234448568E-02
   13229	-0.150000036E-02	 0.179999990E-02	 0.999999225E-04	 0.156104619E-02
   13171	-0.120000033E-02	 0.179999990E-02	 0.399999928E-03	 0.230329126E-02
   13172	-0.120000033E-02	 0.179999990E-02	 0.999999225E-04	 0.156477757E-02
   13111	-0.900000310E-03	 0.179999990E-02	 0.399999928E-03	 0.228357958E-02
   13112	-0.900000310E-03	 0.179999990E-02	 0.999999225E-04	 0.156547576E-02
   13048	-0.600000286E-03	 0.179999990E-02	 0.399999928E-03	 0.226967678E-02
   13049	-0.600000286E-03	 0.179999990E-02	 0.999999225E-04	 0.156548013E-02
   13377	-0.240000043E-02	 0.179999990E-02	 0.699999934E-03	 0.795519350E-02
   13332	-0.210000040E-02	 0.179999990E-02	 0.699999934E-03	 0.379717562E-02
   13281	-0.180000038E-02	 0.179999990E-02	 0.699999934E-03	 0.408136505E-02
   13227	-0.150000036E-02	 0.179999990E-02	 0.699999934E-03	 0.386112761E-02
   13170	-0.120000033E-02	 0.179999990E-02	 0.699999934E-03	 0.395260758E-02
   13110	-0.900000310E-03	 0.179999990E-02	 0.699999934E-03	 0.400954046E-02
   13047	-0.600000286E-03	 0.179999990E-02	 0.699999934E-03	 0.404236517E-02
     388	-0.240000043E-02	 0.179999990E-02	 0.999999940E-03	 0.102697322E-02
     584	-0.210000040E-02	 0.179999990E-02	 0.999999940E-03	 0.730080433E-03
     793	-0.180000038E-02	 0.179999990E-02	 0.999999940E-03	 0.801429916E-03
    1002	-0.150000036E-02	 0.179999990E-02	 0.999999940E-03	 0.779748508E-03
    1244	-0.120000033E-02	 0.179999990E-02	 0.999999940E-03	 0.801397273E-03
    1486	-0.900000310E-03	 0.179999990E-02	 0.999999940E-03	 0.815830644E-03
    1717	-0.600000286E-03	 0.179999990E-02	 0.999999940E-03	 0.824142672E-03
     387	-0.270000045E-02	 0.179999990E-02	 0.129999995E-02	 0.352583942E-03
     386	-0.270000045E-02	 0.179999990E-02	 0.999999940E-03	 0.565381955E-03
     389	-0.240000043E-02	 0.179999990E-02	 0.129999995E-02	 0.400946792E-03
     585	-0.210000040E-02	 0.179999990E-02	 0.129999995E-02	 0.280093395E-03
