AM High Strain File
ANSYS 2025 R1          BUILD 25.1        UP20250123    WINDOWS x64 
04/04/2026      11:20:42
Title: --Static Structural
Node Number	X Coordinate	Y Coordinate	Z Coordinate	High Strain Value
    3633	 0.209999993E-02	-0.150000036E-02	 0.159999995E-02	 0.224501150E-03
    3634	 0.209999993E-02	-0.150000036E-02	 0.189999996E-02	 0.876814493E-04
    3635	 0.209999993E-02	-0.150000036E-02	 0.219999996E-02	 0.451606484E-04
    3636	 0.209999993E-02	-0.150000036E-02	 0.249999997E-02	 0.275312850E-04
    3637	 0.209999993E-02	-0.150000036E-02	 0.279999998E-02	 0.192638647E-04
    3638	 0.209999993E-02	-0.150000036E-02	 0.309999998E-02	 0.155428056E-04
    3639	 0.209999993E-02	-0.150000036E-02	 0.339999999E-02	 0.121913106E-04
    3640	 0.209999993E-02	-0.150000036E-02	 0.369999999E-02	 0.849259746E-05
    3641	 0.209999993E-02	-0.150000036E-02	 0.400000000E-02	 0.703552592E-05
   12535	 0.209999993E-02	-0.150000036E-02	 0.399999928E-03	 0.260070959E-02
   12536	 0.209999993E-02	-0.150000036E-02	 0.999999225E-04	 0.156977510E-02
   12534	 0.209999993E-02	-0.150000036E-02	 0.699999934E-03	 0.403827931E-02
   12532	 0.209999993E-02	-0.120000033E-02	 0.399999928E-03	 0.231594982E-02
   12533	 0.209999993E-02	-0.120000033E-02	 0.999999225E-04	 0.156562113E-02
   12531	 0.209999993E-02	-0.120000033E-02	 0.699999934E-03	 0.404676955E-02
    3642	 0.209999993E-02	-0.120000033E-02	 0.999999940E-03	 0.807789407E-03
    3643	 0.209999993E-02	-0.120000033E-02	 0.129999995E-02	 0.264115274E-03
    3644	 0.209999993E-02	-0.120000033E-02	 0.159999995E-02	 0.221067802E-03
    3645	 0.209999993E-02	-0.120000033E-02	 0.189999996E-02	 0.867824434E-04
    3646	 0.209999993E-02	-0.120000033E-02	 0.219999996E-02	 0.448396916E-04
    3647	 0.209999993E-02	-0.120000033E-02	 0.249999997E-02	 0.273032264E-04
    3648	 0.209999993E-02	-0.120000033E-02	 0.279999998E-02	 0.191900350E-04
    3649	 0.209999993E-02	-0.120000033E-02	 0.309999998E-02	 0.156515216E-04
    3650	 0.209999993E-02	-0.120000033E-02	 0.339999999E-02	 0.116994873E-04
    3651	 0.209999993E-02	-0.120000033E-02	 0.369999999E-02	 0.824095775E-05
    3652	 0.209999993E-02	-0.120000033E-02	 0.400000000E-02	 0.673468177E-05
   12529	 0.209999993E-02	-0.900000310E-03	 0.399999928E-03	 0.231739129E-02
   12530	 0.209999993E-02	-0.900000310E-03	 0.999999225E-04	 0.156229773E-02
   12528	 0.209999993E-02	-0.900000310E-03	 0.699999934E-03	 0.388868691E-02
    3653	 0.209999993E-02	-0.900000310E-03	 0.999999940E-03	 0.788782137E-03
    3654	 0.209999993E-02	-0.900000310E-03	 0.129999995E-02	 0.260398703E-03
    3655	 0.209999993E-02	-0.900000310E-03	 0.159999995E-02	 0.221446466E-03
    3656	 0.209999993E-02	-0.900000310E-03	 0.189999996E-02	 0.865462382E-04
    3657	 0.209999993E-02	-0.900000310E-03	 0.219999996E-02	 0.446916466E-04
    3658	 0.209999993E-02	-0.900000310E-03	 0.249999997E-02	 0.271018552E-04
    3659	 0.209999993E-02	-0.900000310E-03	 0.279999998E-02	 0.183663318E-04
    3660	 0.209999993E-02	-0.900000310E-03	 0.309999998E-02	 0.150722575E-04
    3661	 0.209999993E-02	-0.900000310E-03	 0.339999999E-02	 0.110156665E-04
    3662	 0.209999993E-02	-0.900000310E-03	 0.369999999E-02	 0.803861898E-05
    3663	 0.209999993E-02	-0.900000310E-03	 0.400000000E-02	 0.655948718E-05
    3788	 0.239999995E-02	-0.210000040E-02	 0.129999995E-02	 0.323719173E-03
    3786	 0.239999995E-02	-0.240000043E-02	 0.129999995E-02	 0.289985917E-03
    3785	 0.239999995E-02	-0.240000043E-02	 0.999999940E-03	 0.578850154E-03
    3787	 0.239999995E-02	-0.210000040E-02	 0.999999940E-03	 0.102373504E-02
    3790	 0.239999995E-02	-0.210000040E-02	 0.159999995E-02	 0.265692498E-03
    3789	 0.239999995E-02	-0.240000043E-02	 0.159999995E-02	 0.302727047E-03
    3792	 0.239999995E-02	-0.210000040E-02	 0.189999996E-02	 0.112441373E-03
    3791	 0.239999995E-02	-0.240000043E-02	 0.189999996E-02	 0.144102841E-03
    3794	 0.239999995E-02	-0.210000040E-02	 0.219999996E-02	 0.627673136E-04
    3793	 0.239999995E-02	-0.240000043E-02	 0.219999996E-02	 0.842832218E-04
    3796	 0.239999995E-02	-0.210000040E-02	 0.249999997E-02	 0.400065200E-04
    3795	 0.239999995E-02	-0.240000043E-02	 0.249999997E-02	 0.547439021E-04
    3798	 0.239999995E-02	-0.210000040E-02	 0.279999998E-02	 0.279906249E-04
    3797	 0.239999995E-02	-0.240000043E-02	 0.279999998E-02	 0.391136997E-04
    3800	 0.239999995E-02	-0.210000040E-02	 0.309999998E-02	 0.207668075E-04
    3799	 0.239999995E-02	-0.240000043E-02	 0.309999998E-02	 0.293697409E-04
    3802	 0.239999995E-02	-0.210000040E-02	 0.339999999E-02	 0.160826406E-04
    3801	 0.239999995E-02	-0.240000043E-02	 0.339999999E-02	 0.229577670E-04
    3804	 0.239999995E-02	-0.210000040E-02	 0.369999999E-02	 0.128624848E-04
    3803	 0.239999995E-02	-0.240000043E-02	 0.369999999E-02	 0.184708832E-04
    3806	 0.239999995E-02	-0.210000040E-02	 0.400000000E-02	 0.105426402E-04
    3805	 0.239999995E-02	-0.240000043E-02	 0.400000000E-02	 0.152030650E-04
   12546	 0.239999995E-02	-0.210000040E-02	 0.399999928E-03	 0.804608658E-02
   12540	 0.239999995E-02	-0.180000038E-02	 0.399999928E-03	 0.641607401E-02
   12548	 0.239999995E-02	-0.210000040E-02	 0.999999225E-04	 0.243817695E-02
   12542	 0.239999995E-02	-0.180000038E-02	 0.999999225E-04	 0.173755112E-02
   12544	 0.239999995E-02	-0.210000040E-02	 0.699999934E-03	 0.879416385E-02
   12538	 0.239999995E-02	-0.180000038E-02	 0.699999934E-03	 0.795519350E-02
    3807	 0.239999995E-02	-0.180000038E-02	 0.999999940E-03	 0.102697323E-02
    3808	 0.239999995E-02	-0.180000038E-02	 0.129999995E-02	 0.400946792E-03
    3809	 0.239999995E-02	-0.180000038E-02	 0.159999995E-02	 0.352903122E-03
    3810	 0.239999995E-02	-0.180000038E-02	 0.189999996E-02	 0.139567780E-03
    3811	 0.239999995E-02	-0.180000038E-02	 0.219999996E-02	 0.736336689E-04
    3812	 0.239999995E-02	-0.180000038E-02	 0.249999997E-02	 0.453154386E-04
    3813	 0.239999995E-02	-0.180000038E-02	 0.279999998E-02	 0.308012875E-04
    3814	 0.239999995E-02	-0.180000038E-02	 0.309999998E-02	 0.223723562E-04
    3815	 0.239999995E-02	-0.180000038E-02	 0.339999999E-02	 0.170590867E-04
    3816	 0.239999995E-02	-0.180000038E-02	 0.369999999E-02	 0.136283044E-04
    3817	 0.239999995E-02	-0.180000038E-02	 0.400000000E-02	 0.112590122E-04
    3819	 0.239999995E-02	-0.150000036E-02	 0.129999995E-02	 0.339593375E-03
    3818	 0.239999995E-02	-0.150000036E-02	 0.999999940E-03	 0.121497589E-02
    3820	 0.239999995E-02	-0.150000036E-02	 0.159999995E-02	 0.243846236E-03
    3821	 0.239999995E-02	-0.150000036E-02	 0.189999996E-02	 0.942216850E-04
    3822	 0.239999995E-02	-0.150000036E-02	 0.219999996E-02	 0.487883723E-04
    3823	 0.239999995E-02	-0.150000036E-02	 0.249999997E-02	 0.300006469E-04
    3824	 0.239999995E-02	-0.150000036E-02	 0.279999998E-02	 0.203824047E-04
    3825	 0.239999995E-02	-0.150000036E-02	 0.309999998E-02	 0.148417830E-04
    3826	 0.239999995E-02	-0.150000036E-02	 0.339999999E-02	 0.116286719E-04
    3827	 0.239999995E-02	-0.150000036E-02	 0.369999999E-02	 0.943154542E-05
    3828	 0.239999995E-02	-0.150000036E-02	 0.400000000E-02	 0.780348853E-05
   12488	 0.239999995E-02	-0.150000036E-02	 0.399999928E-03	 0.404173259E-02
   12490	 0.239999995E-02	-0.150000036E-02	 0.999999225E-04	 0.168751405E-02
   12486	 0.239999995E-02	-0.150000036E-02	 0.699999934E-03	 0.711269026E-02
   12482	 0.239999995E-02	-0.120000033E-02	 0.399999928E-03	 0.320092739E-02
   12484	 0.239999995E-02	-0.120000033E-02	 0.999999225E-04	 0.156133579E-02
   12480	 0.239999995E-02	-0.120000033E-02	 0.699999934E-03	 0.396602266E-02
    3829	 0.239999995E-02	-0.120000033E-02	 0.999999940E-03	 0.776005359E-03
    3830	 0.239999995E-02	-0.120000033E-02	 0.129999995E-02	 0.270134474E-03
    3831	 0.239999995E-02	-0.120000033E-02	 0.159999995E-02	 0.224061514E-03
    3832	 0.239999995E-02	-0.120000033E-02	 0.189999996E-02	 0.882900470E-04
    3833	 0.239999995E-02	-0.120000033E-02	 0.219999996E-02	 0.457757190E-04
    3834	 0.239999995E-02	-0.120000033E-02	 0.249999997E-02	 0.281433148E-04
    3835	 0.239999995E-02	-0.120000033E-02	 0.279999998E-02	 0.197143166E-04
    3836	 0.239999995E-02	-0.120000033E-02	 0.309999998E-02	 0.158117997E-04
    3837	 0.239999995E-02	-0.120000033E-02	 0.339999999E-02	 0.127261847E-04
    3838	 0.239999995E-02	-0.120000033E-02	 0.369999999E-02	 0.856917811E-05
    3839	 0.239999995E-02	-0.120000033E-02	 0.400000000E-02	 0.700193433E-05
   12478	 0.239999995E-02	-0.900000310E-03	 0.399999928E-03	 0.258148487E-02
   12479	 0.239999995E-02	-0.900000310E-03	 0.999999225E-04	 0.156785206E-02
   12477	 0.239999995E-02	-0.900000310E-03	 0.699999934E-03	 0.405474842E-02
    3840	 0.239999995E-02	-0.900000310E-03	 0.999999940E-03	 0.799123926E-03
    3841	 0.239999995E-02	-0.900000310E-03	 0.129999995E-02	 0.268542333E-03
    3842	 0.239999995E-02	-0.900000310E-03	 0.159999995E-02	 0.215493771E-03
    3843	 0.239999995E-02	-0.900000310E-03	 0.189999996E-02	 0.848240963E-04
    3844	 0.239999995E-02	-0.900000310E-03	 0.219999996E-02	 0.440262781E-04
    3845	 0.239999995E-02	-0.900000310E-03	 0.249999997E-02	 0.269851535E-04
    3846	 0.239999995E-02	-0.900000310E-03	 0.279999998E-02	 0.195159852E-04
    3847	 0.239999995E-02	-0.900000310E-03	 0.309999998E-02	 0.157664197E-04
    3848	 0.239999995E-02	-0.900000310E-03	 0.339999999E-02	 0.122655628E-04
    3849	 0.239999995E-02	-0.900000310E-03	 0.369999999E-02	 0.815933092E-05
    3850	 0.239999995E-02	-0.900000310E-03	 0.400000000E-02	 0.666246129E-05
    3975	 0.269999998E-02	-0.150000036E-02	 0.129999995E-02	 0.299267118E-03
    3973	 0.269999998E-02	-0.180000038E-02	 0.129999995E-02	 0.352583942E-03
    3972	 0.269999998E-02	-0.180000038E-02	 0.999999940E-03	 0.565381955E-03
    3974	 0.269999998E-02	-0.150000036E-02	 0.999999940E-03	 0.123454983E-02
    3977	 0.269999998E-02	-0.150000036E-02	 0.159999995E-02	 0.304892899E-03
    3976	 0.269999998E-02	-0.180000038E-02	 0.159999995E-02	 0.450801571E-03
    3979	 0.269999998E-02	-0.150000036E-02	 0.189999996E-02	 0.126649949E-03
    3978	 0.269999998E-02	-0.180000038E-02	 0.189999996E-02	 0.197200908E-03
    3981	 0.269999998E-02	-0.150000036E-02	 0.219999996E-02	 0.690982562E-04
    3980	 0.269999998E-02	-0.180000038E-02	 0.219999996E-02	 0.110417750E-03
    3983	 0.269999998E-02	-0.150000036E-02	 0.249999997E-02	 0.432867743E-04
    3982	 0.269999998E-02	-0.180000038E-02	 0.249999997E-02	 0.698471146E-04
    3985	 0.269999998E-02	-0.150000036E-02	 0.279999998E-02	 0.298474892E-04
    3984	 0.269999998E-02	-0.180000038E-02	 0.279999998E-02	 0.487605512E-04
    3987	 0.269999998E-02	-0.150000036E-02	 0.309999998E-02	 0.218900712E-04
    3986	 0.269999998E-02	-0.180000038E-02	 0.309999998E-02	 0.360355404E-04
    3989	 0.269999998E-02	-0.150000036E-02	 0.339999999E-02	 0.168061870E-04
    3988	 0.269999998E-02	-0.180000038E-02	 0.339999999E-02	 0.278425644E-04
    3991	 0.269999998E-02	-0.150000036E-02	 0.369999999E-02	 0.133564777E-04
    3990	 0.269999998E-02	-0.180000038E-02	 0.369999999E-02	 0.222232520E-04
    3993	 0.269999998E-02	-0.150000036E-02	 0.400000000E-02	 0.108989209E-04
    3992	 0.269999998E-02	-0.180000038E-02	 0.400000000E-02	 0.181910526E-04
   12489	 0.269999998E-02	-0.150000036E-02	 0.399999928E-03	 0.799525346E-02
   12483	 0.269999998E-02	-0.120000033E-02	 0.399999928E-03	 0.649746695E-02
   12491	 0.269999998E-02	-0.150000036E-02	 0.999999225E-04	 0.243817330E-02
   12485	 0.269999998E-02	-0.120000033E-02	 0.999999225E-04	 0.173754788E-02
   12487	 0.269999998E-02	-0.150000036E-02	 0.699999934E-03	 0.987787787E-02
   12481	 0.269999998E-02	-0.120000033E-02	 0.699999934E-03	 0.809012760E-02
    3994	 0.269999998E-02	-0.120000033E-02	 0.999999940E-03	 0.106668717E-02
    3995	 0.269999998E-02	-0.120000033E-02	 0.129999995E-02	 0.333190855E-03
    3996	 0.269999998E-02	-0.120000033E-02	 0.159999995E-02	 0.201256769E-03
    3997	 0.269999998E-02	-0.120000033E-02	 0.189999996E-02	 0.807213731E-04
    3998	 0.269999998E-02	-0.120000033E-02	 0.219999996E-02	 0.432058812E-04
    3999	 0.269999998E-02	-0.120000033E-02	 0.249999997E-02	 0.270852374E-04
    4000	 0.269999998E-02	-0.120000033E-02	 0.279999998E-02	 0.186320497E-04
    4001	 0.269999998E-02	-0.120000033E-02	 0.309999998E-02	 0.136588489E-04
    4002	 0.269999998E-02	-0.120000033E-02	 0.339999999E-02	 0.104798361E-04
    4003	 0.269999998E-02	-0.120000033E-02	 0.369999999E-02	 0.832608374E-05
    4004	 0.269999998E-02	-0.120000033E-02	 0.400000000E-02	 0.679348262E-05
   12443	 0.269999998E-02	-0.900000310E-03	 0.399999928E-03	 0.395105008E-02
   12445	 0.269999998E-02	-0.900000310E-03	 0.999999225E-04	 0.167303631E-02
   12441	 0.269999998E-02	-0.900000310E-03	 0.699999934E-03	 0.690530331E-02
    4005	 0.269999998E-02	-0.900000310E-03	 0.999999940E-03	 0.116992343E-02
    4006	 0.269999998E-02	-0.900000310E-03	 0.129999995E-02	 0.288479150E-03
    4007	 0.269999998E-02	-0.900000310E-03	 0.159999995E-02	 0.199924941E-03
    4008	 0.269999998E-02	-0.900000310E-03	 0.189999996E-02	 0.811707762E-04
    4009	 0.269999998E-02	-0.900000310E-03	 0.219999996E-02	 0.429109048E-04
    4010	 0.269999998E-02	-0.900000310E-03	 0.249999997E-02	 0.266592374E-04
    4011	 0.269999998E-02	-0.900000310E-03	 0.279999998E-02	 0.182820212E-04
    4012	 0.269999998E-02	-0.900000310E-03	 0.309999998E-02	 0.133828196E-04
    4013	 0.269999998E-02	-0.900000310E-03	 0.339999999E-02	 0.102633616E-04
    4014	 0.269999998E-02	-0.900000310E-03	 0.369999999E-02	 0.815289693E-05
    4015	 0.269999998E-02	-0.900000310E-03	 0.400000000E-02	 0.665251951E-05
    4118	 0.300000000E-02	-0.120000033E-02	 0.129999995E-02	 0.251011420E-03
    4116	 0.300000000E-02	-0.150000036E-02	 0.129999995E-02	 0.290286649E-03
    4115	 0.300000000E-02	-0.150000036E-02	 0.999999940E-03	 0.205886199E-03
    4117	 0.300000000E-02	-0.120000033E-02	 0.999999940E-03	 0.215780663E-03
    4120	 0.300000000E-02	-0.120000033E-02	 0.159999995E-02	 0.291055866E-03
    4119	 0.300000000E-02	-0.150000036E-02	 0.159999995E-02	 0.333724594E-03
    4122	 0.300000000E-02	-0.120000033E-02	 0.189999996E-02	 0.134543937E-03
    4121	 0.300000000E-02	-0.150000036E-02	 0.189999996E-02	 0.155261953E-03
    4124	 0.300000000E-02	-0.120000033E-02	 0.219999996E-02	 0.761057534E-04
    4123	 0.300000000E-02	-0.150000036E-02	 0.219999996E-02	 0.874168760E-04
    4126	 0.300000000E-02	-0.120000033E-02	 0.249999997E-02	 0.486709964E-04
    4125	 0.300000000E-02	-0.150000036E-02	 0.249999997E-02	 0.559181167E-04
    4128	 0.300000000E-02	-0.120000033E-02	 0.279999998E-02	 0.342298550E-04
    4127	 0.300000000E-02	-0.150000036E-02	 0.279999998E-02	 0.392448364E-04
    4130	 0.300000000E-02	-0.120000033E-02	 0.309999998E-02	 0.254795052E-04
    4129	 0.300000000E-02	-0.150000036E-02	 0.309999998E-02	 0.292213470E-04
    4132	 0.300000000E-02	-0.120000033E-02	 0.339999999E-02	 0.197836852E-04
    4131	 0.300000000E-02	-0.150000036E-02	 0.339999999E-02	 0.226810407E-04
    4134	 0.300000000E-02	-0.120000033E-02	 0.369999999E-02	 0.158511348E-04
    4133	 0.300000000E-02	-0.150000036E-02	 0.369999999E-02	 0.181724597E-04
    4136	 0.300000000E-02	-0.120000033E-02	 0.400000000E-02	 0.130101845E-04
    4135	 0.300000000E-02	-0.150000036E-02	 0.400000000E-02	 0.149137772E-04
    4138	 0.300000000E-02	-0.900000310E-03	 0.129999995E-02	 0.303947262E-03
    4137	 0.300000000E-02	-0.900000310E-03	 0.999999940E-03	 0.129200126E-02
    4139	 0.300000000E-02	-0.900000310E-03	 0.159999995E-02	 0.257533342E-03
    4140	 0.300000000E-02	-0.900000310E-03	 0.189999996E-02	 0.108874061E-03
    4141	 0.300000000E-02	-0.900000310E-03	 0.219999996E-02	 0.598487719E-04
    4142	 0.300000000E-02	-0.900000310E-03	 0.249999997E-02	 0.381242922E-04
    4143	 0.300000000E-02	-0.900000310E-03	 0.279999998E-02	 0.281267882E-04
    4144	 0.300000000E-02	-0.900000310E-03	 0.309999998E-02	 0.213667454E-04
    4145	 0.300000000E-02	-0.900000310E-03	 0.339999999E-02	 0.164350290E-04
    4146	 0.300000000E-02	-0.900000310E-03	 0.369999999E-02	 0.124591722E-04
    4147	 0.300000000E-02	-0.900000310E-03	 0.400000000E-02	 0.997354056E-05
   12444	 0.300000000E-02	-0.900000310E-03	 0.399999928E-03	 0.795286538E-02
   12446	 0.300000000E-02	-0.900000310E-03	 0.999999225E-04	 0.243817457E-02
   12442	 0.300000000E-02	-0.900000310E-03	 0.699999934E-03	 0.101845036E-01
   13453	-0.270000045E-02	-0.150000036E-02	 0.399999928E-03	 0.799525346E-02
   13450	-0.270000045E-02	-0.120000033E-02	 0.399999928E-03	 0.649746695E-02
   13411	-0.240000043E-02	-0.120000033E-02	 0.399999928E-03	 0.320092739E-02
   13454	-0.270000045E-02	-0.150000036E-02	 0.999999225E-04	 0.243817330E-02
   13451	-0.270000045E-02	-0.120000033E-02	 0.999999225E-04	 0.173754788E-02
   13412	-0.240000043E-02	-0.120000033E-02	 0.999999225E-04	 0.156133579E-02
   13363	-0.210000040E-02	-0.120000033E-02	 0.399999928E-03	 0.231594982E-02
   13364	-0.210000040E-02	-0.120000033E-02	 0.999999225E-04	 0.156562113E-02
   13312	-0.180000038E-02	-0.120000033E-02	 0.399999928E-03	 0.230329126E-02
   13313	-0.180000038E-02	-0.120000033E-02	 0.999999225E-04	 0.156477757E-02
   13258	-0.150000036E-02	-0.120000033E-02	 0.399999928E-03	 0.227245138E-02
   13259	-0.150000036E-02	-0.120000033E-02	 0.999999225E-04	 0.156495147E-02
   13452	-0.270000045E-02	-0.150000036E-02	 0.699999934E-03	 0.987787787E-02
   13449	-0.270000045E-02	-0.120000033E-02	 0.699999934E-03	 0.809012760E-02
   13410	-0.240000043E-02	-0.120000033E-02	 0.699999934E-03	 0.396602266E-02
   13362	-0.210000040E-02	-0.120000033E-02	 0.699999934E-03	 0.404676956E-02
   13311	-0.180000038E-02	-0.120000033E-02	 0.699999934E-03	 0.395260758E-02
   13257	-0.150000036E-02	-0.120000033E-02	 0.699999934E-03	 0.404356269E-02
       7	-0.270000045E-02	-0.120000033E-02	 0.999999940E-03	 0.106668717E-02
     276	-0.240000043E-02	-0.120000033E-02	 0.999999940E-03	 0.776005359E-03
     474	-0.210000040E-02	-0.120000033E-02	 0.999999940E-03	 0.807789407E-03
     683	-0.180000038E-02	-0.120000033E-02	 0.999999940E-03	 0.801397273E-03
     892	-0.150000036E-02	-0.120000033E-02	 0.999999940E-03	 0.822797676E-03
       4	-0.300000048E-02	-0.120000033E-02	 0.129999995E-02	 0.251011420E-03
       2	-0.300000048E-02	-0.150000036E-02	 0.129999995E-02	 0.290286649E-03
       1	-0.300000048E-02	-0.150000036E-02	 0.999999940E-03	 0.205886199E-03
       3	-0.300000048E-02	-0.120000033E-02	 0.999999940E-03	 0.215780663E-03
       8	-0.270000045E-02	-0.120000033E-02	 0.129999995E-02	 0.333190855E-03
     277	-0.240000043E-02	-0.120000033E-02	 0.129999995E-02	 0.270134474E-03
     475	-0.210000040E-02	-0.120000033E-02	 0.129999995E-02	 0.264115274E-03
     684	-0.180000038E-02	-0.120000033E-02	 0.129999995E-02	 0.266543295E-03
     893	-0.150000036E-02	-0.120000033E-02	 0.129999995E-02	 0.273075267E-03
      10	-0.300000048E-02	-0.120000033E-02	 0.159999995E-02	 0.291055866E-03
       9	-0.300000048E-02	-0.150000036E-02	 0.159999995E-02	 0.333724594E-03
      12	-0.270000045E-02	-0.120000033E-02	 0.159999995E-02	 0.201256769E-03
     278	-0.240000043E-02	-0.120000033E-02	 0.159999995E-02	 0.224061514E-03
     476	-0.210000040E-02	-0.120000033E-02	 0.159999995E-02	 0.221067802E-03
     685	-0.180000038E-02	-0.120000033E-02	 0.159999995E-02	 0.222927926E-03
     894	-0.150000036E-02	-0.120000033E-02	 0.159999995E-02	 0.224279283E-03
      14	-0.300000048E-02	-0.120000033E-02	 0.189999996E-02	 0.134543937E-03
      13	-0.300000048E-02	-0.150000036E-02	 0.189999996E-02	 0.155261953E-03
      16	-0.270000045E-02	-0.120000033E-02	 0.189999996E-02	 0.807213731E-04
     279	-0.240000043E-02	-0.120000033E-02	 0.189999996E-02	 0.882900470E-04
     477	-0.210000040E-02	-0.120000033E-02	 0.189999996E-02	 0.867824434E-04
     686	-0.180000038E-02	-0.120000033E-02	 0.189999996E-02	 0.859942371E-04
     895	-0.150000036E-02	-0.120000033E-02	 0.189999996E-02	 0.848074159E-04
      18	-0.300000048E-02	-0.120000033E-02	 0.219999996E-02	 0.761057534E-04
      17	-0.300000048E-02	-0.150000036E-02	 0.219999996E-02	 0.874168760E-04
      20	-0.270000045E-02	-0.120000033E-02	 0.219999996E-02	 0.432058812E-04
     280	-0.240000043E-02	-0.120000033E-02	 0.219999996E-02	 0.457757190E-04
     478	-0.210000040E-02	-0.120000033E-02	 0.219999996E-02	 0.448396916E-04
     687	-0.180000038E-02	-0.120000033E-02	 0.219999996E-02	 0.441587462E-04
     896	-0.150000036E-02	-0.120000033E-02	 0.219999996E-02	 0.431664737E-04
      22	-0.300000048E-02	-0.120000033E-02	 0.249999997E-02	 0.486709964E-04
      21	-0.300000048E-02	-0.150000036E-02	 0.249999997E-02	 0.559181167E-04
      24	-0.270000045E-02	-0.120000033E-02	 0.249999997E-02	 0.270852374E-04
     281	-0.240000043E-02	-0.120000033E-02	 0.249999997E-02	 0.281433148E-04
     479	-0.210000040E-02	-0.120000033E-02	 0.249999997E-02	 0.273032264E-04
     688	-0.180000038E-02	-0.120000033E-02	 0.249999997E-02	 0.265103053E-04
     897	-0.150000036E-02	-0.120000033E-02	 0.249999997E-02	 0.256720005E-04
      26	-0.300000048E-02	-0.120000033E-02	 0.279999998E-02	 0.342298550E-04
      25	-0.300000048E-02	-0.150000036E-02	 0.279999998E-02	 0.392448364E-04
      28	-0.270000045E-02	-0.120000033E-02	 0.279999998E-02	 0.186320497E-04
     282	-0.240000043E-02	-0.120000033E-02	 0.279999998E-02	 0.197143166E-04
     480	-0.210000040E-02	-0.120000033E-02	 0.279999998E-02	 0.191900350E-04
     689	-0.180000038E-02	-0.120000033E-02	 0.279999998E-02	 0.177020685E-04
     898	-0.150000036E-02	-0.120000033E-02	 0.279999998E-02	 0.177008161E-04
      30	-0.300000048E-02	-0.120000033E-02	 0.309999998E-02	 0.254795052E-04
      29	-0.300000048E-02	-0.150000036E-02	 0.309999998E-02	 0.292213470E-04
      32	-0.270000045E-02	-0.120000033E-02	 0.309999998E-02	 0.136588489E-04
     283	-0.240000043E-02	-0.120000033E-02	 0.309999998E-02	 0.158117997E-04
     481	-0.210000040E-02	-0.120000033E-02	 0.309999998E-02	 0.156515216E-04
     690	-0.180000038E-02	-0.120000033E-02	 0.309999998E-02	 0.138198976E-04
     899	-0.150000036E-02	-0.120000033E-02	 0.309999998E-02	 0.136953120E-04
      34	-0.300000048E-02	-0.120000033E-02	 0.339999999E-02	 0.197836852E-04
      33	-0.300000048E-02	-0.150000036E-02	 0.339999999E-02	 0.226810407E-04
      36	-0.270000045E-02	-0.120000033E-02	 0.339999999E-02	 0.104798361E-04
     284	-0.240000043E-02	-0.120000033E-02	 0.339999999E-02	 0.127261847E-04
     482	-0.210000040E-02	-0.120000033E-02	 0.339999999E-02	 0.116994873E-04
     691	-0.180000038E-02	-0.120000033E-02	 0.339999999E-02	 0.103054139E-04
     900	-0.150000036E-02	-0.120000033E-02	 0.339999999E-02	 0.109008892E-04
      38	-0.300000048E-02	-0.120000033E-02	 0.369999999E-02	 0.158511348E-04
      37	-0.300000048E-02	-0.150000036E-02	 0.369999999E-02	 0.181724597E-04
      40	-0.270000045E-02	-0.120000033E-02	 0.369999999E-02	 0.832608374E-05
     285	-0.240000043E-02	-0.120000033E-02	 0.369999999E-02	 0.856917811E-05
     483	-0.210000040E-02	-0.120000033E-02	 0.369999999E-02	 0.824095775E-05
     692	-0.180000038E-02	-0.120000033E-02	 0.369999999E-02	 0.838177232E-05
     901	-0.150000036E-02	-0.120000033E-02	 0.369999999E-02	 0.887600156E-05
      42	-0.300000048E-02	-0.120000033E-02	 0.400000000E-02	 0.130101845E-04
      41	-0.300000048E-02	-0.150000036E-02	 0.400000000E-02	 0.149137772E-04
      44	-0.270000045E-02	-0.120000033E-02	 0.400000000E-02	 0.679348262E-05
     286	-0.240000043E-02	-0.120000033E-02	 0.400000000E-02	 0.700193433E-05
     484	-0.210000040E-02	-0.120000033E-02	 0.400000000E-02	 0.673468177E-05
     693	-0.180000038E-02	-0.120000033E-02	 0.400000000E-02	 0.694650903E-05
     902	-0.150000036E-02	-0.120000033E-02	 0.400000000E-02	 0.736148336E-05
   13447	-0.270000045E-02	-0.900000310E-03	 0.399999928E-03	 0.395105008E-02
   13408	-0.240000043E-02	-0.900000310E-03	 0.399999928E-03	 0.258148487E-02
   13448	-0.270000045E-02	-0.900000310E-03	 0.999999225E-04	 0.167303631E-02
   13409	-0.240000043E-02	-0.900000310E-03	 0.999999225E-04	 0.156785206E-02
   13360	-0.210000040E-02	-0.900000310E-03	 0.399999928E-03	 0.231739129E-02
   13361	-0.210000040E-02	-0.900000310E-03	 0.999999225E-04	 0.156229773E-02
   13309	-0.180000038E-02	-0.900000310E-03	 0.399999928E-03	 0.228357958E-02
   13310	-0.180000038E-02	-0.900000310E-03	 0.999999225E-04	 0.156547576E-02
   13255	-0.150000036E-02	-0.900000310E-03	 0.399999928E-03	 0.227391322E-02
   13256	-0.150000036E-02	-0.900000310E-03	 0.999999225E-04	 0.156606356E-02
   13198	-0.120000033E-02	-0.900000310E-03	 0.399999928E-03	 0.227331023E-02
   13199	-0.120000033E-02	-0.900000310E-03	 0.999999225E-04	 0.156623064E-02
